Timestamp(ms),Target Number,Distance(m),Speed(m/s),Energy
754450,1,1.65,-3.83,40
754650,1,1.78,0.06,50
754850,1,1.92,0.06,93
755050,1,2.05,-3.84,40
755250,1,1.74,-3.81,40
755450,1,1.31,-3.75,40
755650,1,0.91,-3.7,40
755850,1,0.56,-3.63,97
756050,1,0.32,-3.54,100
756250,1,0.99,0.1,54
756450,1,1.66,-3.81,40
756650,1,1.36,-3.74,40
756850,1,1.17,-3.69,90
757050,1,0.63,-3.66,50
757250,1,0.51,-3.53,40
757450,1,0.37,-3.43,40
757650,1,1.1,0.11,55
757850,1,1.84,-3.84,40
758050,1,1.47,-3.8,40
758250,1,0.85,-3.79,53
758450,1,1.36,0.05,75
758650,1,1.86,-3.83,89
758850,1,1.2,-1.82,40
759050,1,1.01,-1.08,42
759250,1,0.93,-1.27,42
759450,1,0.83,-0.83,43
759650,1,0.75,-0.56,46
759850,1,0.69,-0.44,43
760050,1,0.65,-0.36,43
760250,1,0.62,-0.3,80
760450,1,0.58,-0.28,94
760650,1,0.6,0.02,53
760850,1,0.61,0.05,81
761050,1,0.63,-0.22,84
761250,1,0.57,-0.1,65
761450,1,0.56,-0.06,45
761650,1,0.55,-0.04,74
761850,1,0.55,-0.03,56
762050,1,0.48,-0.76,40
762250,1,0.58,0.05,83
762450,1,0.68,0.01,84
762650,1,0.71,0.01,43
762850,1,0.81,-1.46,40
763050,1,0.64,-2.23,41
763250,1,0.5,-2.62,40
763450,1,0.23,-2.87,40
763650,1,2.23,-3.84,40
