Timestamp(ms),Target Number,Distance(m),Speed(m/s),Energy
748250,1,0.48,-0.02,381
748450,0,N/A,N/A,N/A
748650,0,N/A,N/A,N/A
748850,0,N/A,N/A,N/A
749050,0,N/A,N/A,N/A
749250,1,0.84,0.24,5608
749450,1,0.81,0.17,15572
749650,1,0.8,0.05,4105
749850,1,0.8,0.04,4969
750050,1,0.8,-0.72,125
750250,1,0.69,-1.69,125
750450,1,0.41,-2,137
750650,1,0.26,-2.44,146
750850,0,N/A,N/A,N/A
751050,1,1.87,-3.84,125
751250,1,1.42,-3.82,68
751450,1,0.97,-3.77,100
751650,0,N/A,N/A,N/A
751850,1,1.85,-3.83,106
752050,1,1.49,-3.79,169
752250,1,0.93,-3.77,130
752450,1,0.47,-3.69,109
752650,1,0.27,-3.56,52
752850,0,N/A,N/A,N/A
753050,1,1.97,-3.83,104
753250,1,1.45,-3.82,45
753450,1,1.13,-3.74,125
753650,1,0.74,-3.68,169
753850,1,0.43,-3.59,109
754050,0,N/A,N/A,N/A
754250,1,2.21,-3.83,136
754450,1,1.65,-3.83,113
754650,0,N/A,N/A,N/A
754850,0,N/A,N/A,N/A
755050,1,2.05,-3.84,106
755250,1,1.74,-3.81,113
755450,1,1.31,-3.75,109
755650,1,0.91,-3.7,113
755850,1,0.56,-3.63,97
756050,1,0.32,-3.54,100
756250,0,N/A,N/A,N/A
756450,1,1.66,-3.81,113
756650,1,1.36,-3.74,125
756850,1,1.17,-3.69,90
757050,1,0.63,-3.66,50
757250,1,0.51,-3.53,116
757450,1,0.37,-3.43,169
757650,0,N/A,N/A,N/A
757850,1,1.84,-3.84,145
758050,1,1.47,-3.8,125
758250,1,0.85,-3.79,53
758450,0,N/A,N/A,N/A
758650,1,1.86,-3.83,89
758850,1,1.2,-1.82,962
759050,1,1.01,-1.08,3305
759250,1,0.93,-1.27,2788
759450,1,0.83,-0.83,4000
759650,1,0.75,-0.56,7586
759850,1,0.69,-0.44,3940
760050,1,0.65,-0.36,4369
760250,1,0.62,-0.3,44560
760450,1,0.58,-0.28,60274
760650,0,N/A,N/A,N/A
760850,0,N/A,N/A,N/A
761050,1,0.63,-0.22,48964
761250,1,0.57,-0.1,28433
761450,1,0.56,-0.06,5785
761650,1,0.55,-0.04,38565
761850,1,0.55,-0.03,18184
762050,1,0.48,-0.76,101
762250,0,N/A,N/A,N/A
762450,1,0.68,0.01,49689
762650,1,0.71,0.01,4369
762850,1,0.81,-1.46,153
763050,1,0.64,-2.23,41
763250,1,0.5,-2.62,122
763450,1,0.23,-2.87,109
763650,1,2.23,-3.84,122
