Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
1085030,0.39,0.04,-10.12
1085042,0.35,-0.35,-10.12
1085054,0.24,0.16,-9.92
1085066,0.27,-0.08,-9.38
1085078,0.20,0.00,-9.81
1085090,0.16,-0.04,-9.89
1085102,0.16,0.04,-9.38
1085114,0.24,-0.04,-9.77
1085126,0.16,0.04,-9.38
1085138,0.27,-0.04,-9.69
1085150,0.20,-0.04,-9.57
1085162,0.20,0.04,-9.57
1085174,0.20,0.00,-9.49
1085186,0.20,0.04,-9.57
1085198,0.24,0.00,-9.49
1085210,0.12,-0.04,-9.53
1085222,0.20,0.00,-9.57
1085234,0.16,0.00,-9.53
1085246,0.20,0.00,-9.57
1085258,0.16,0.00,-9.57
1085270,0.16,0.00,-9.53
1085282,0.20,0.00,-9.53
1085294,0.20,0.00,-9.49
1085306,0.24,0.00,-9.53
1085318,0.20,0.00,-9.57
1085330,0.20,-0.04,-9.45
1085342,0.16,0.00,-9.57
1085354,0.20,0.00,-9.53
1085366,0.20,0.04,-9.57
1085378,0.16,0.00,-9.57
1085390,0.20,0.04,-9.49
1085402,0.16,0.00,-9.57
1085414,0.24,0.04,-9.57
1085426,0.20,-0.04,-9.57
1085438,0.24,0.00,-9.49
1085450,0.20,0.00,-9.57
1085462,0.20,0.00,-9.49
1085474,0.20,0.00,-9.49
1085486,0.20,0.00,-9.53
1085498,0.20,0.00,-9.49
1085510,0.20,0.00,-9.53
1085522,0.20,0.00,-9.57
1085534,0.20,0.00,-9.57
1085546,0.16,0.04,-9.53
1085558,0.20,-0.04,-9.53
1085570,0.20,0.00,-9.57
1085582,0.24,-0.04,-9.49
1085594,0.20,-0.04,-9.49
1085606,0.20,-0.04,-9.53
1085618,0.16,-0.04,-9.53
1085630,0.20,0.00,-9.57
1085642,0.24,0.00,-9.53
1085654,0.20,-0.04,-9.53
1085666,0.16,0.00,-9.53
1085678,0.20,0.00,-9.57
1085690,0.20,0.00,-9.57
1085702,0.24,0.00,-9.49
1085714,0.20,-0.04,-9.49
1085726,0.16,0.00,-9.49
1085738,0.20,0.00,-9.61
1085750,0.24,0.00,-9.57
1085762,0.24,0.00,-9.57
1085774,0.24,0.00,-9.49
1085786,0.20,0.00,-9.57
1085798,0.16,0.00,-9.49
1085810,0.16,0.00,-9.49
1085822,0.20,0.00,-9.53
1085834,0.20,0.00,-9.53
1085846,0.20,0.00,-9.57
1085858,0.16,0.00,-9.57
