Distance(m)_mean,Distance(m)_std,Distance(m)_max,Distance(m)_min,Distance(m)_range,Distance(m)_skew,Distance(m)_kurtosis,Speed(m/s)_mean,Speed(m/s)_std,Speed(m/s)_max,Speed(m/s)_min,Speed(m/s)_range,Speed(m/s)_skew,Speed(m/s)_kurtosis,Energy_mean,Energy_std,Energy_max,Energy_min,Energy_range,Energy_skew,Energy_kurtosis,Distance(m)_power_mean,Distance(m)_power_std,Distance(m)_power_max,Distance(m)_power_min,Distance(m)_dominant_freq,Speed(m/s)_power_mean,Speed(m/s)_power_std,Speed(m/s)_power_max,Speed(m/s)_power_min,Speed(m/s)_dominant_freq,Energy_power_mean,Energy_power_std,Energy_power_max,Energy_power_min,Energy_dominant_freq,Label
0.90875,0.4425716245503578,1.49,0.28,1.21,0.03331596531200089,-1.2123206136876303,-3.2737499999999997,1.3451387342150674,0.05,-3.84,3.8899999999999997,2.2534018909587683,3.106535316873618,71.5,14.842025275740312,100,52,48,0.6544200070674016,-0.13049907391986748,14.494000000000002,22.190920685496582,52.852900000000005,0.4173732613757743,0,182.19449999999998,290.82441584763825,685.9161,13.312330477113655,0,83176.0,140881.13764446965,327184.0,543.9999999999999,0,No Fall
0.97125,0.40470227151750526,1.51,0.39,1.12,0.00932598322805848,-1.1567140327329504,-3.2925000000000004,1.3634698383169317,0.08,-3.84,3.92,2.262653807874517,3.129873886774864,64.5,22.78470665035776,98,41,57,0.2066829657206439,-1.5844299344931938,16.161700000000003,25.552361596142152,60.37290000000001,0.3614339828220179,0,184.54145000000003,294.0186526186009,693.7956,14.236124350723891,0,68997.5,113887.87365540722,266256.0,2738.0000000000005,0,No Fall
0.905,0.29952343099378004,1.33,0.43,0.9000000000000001,0.0921557591176383,-0.738295366952006,-2.8075,1.7650394572683878,0.06,-3.83,3.89,1.1495211878980571,-0.6707338606372537,59.75,14.22020695047318,90,40,50,1.020238940887588,0.9734833885474203,13.7274,22.340967220333145,52.4176,0.30587587334789373,0,147.9192,206.36592326617298,504.45160000000004,7.805874254959312,0,58392.0,98206.05980284516,228484.0,393.4718625761431,0,No Fall
0.6775,0.361178626167164,1.5,0.31,1.19,1.60750689986514,1.5894723925056766,-1.76125,1.6705297491685513,-0.21,-3.84,3.63,-0.414269706641431,-1.7103599700593692,63.5,14.599412904047105,82,41,41,-0.17800791542077055,-1.3726847026859965,8.106,12.281546966078826,29.3764,0.7891999999999998,0,68.0641,79.16580536127955,198.5281,2.500364527934383,0,65808.00000000001,111000.41870191302,258064.0,861.9815305680212,0,No Fall
0.63875,0.1069629441842895,0.77,0.48,0.29000000000000004,-0.1475898254945784,-1.3323177014254133,0.060000000000000005,0.09411239481143202,0.15,-0.16,0.31,-1.7852322944849672,2.0261810613943814,69.875,10.722972668861134,79,47,32,-1.2871116214972855,0.605696220285219,6.605299999999999,11.262502509655656,26.112099999999995,0.03036779233368034,0,0.1124,0.0688427192955072,0.2304,0.0623063925136929,0,78672.0,134990.2604597828,312481.0,354.7746032555839,0,No Fall
0.77,0.2884936245891258,1.3,0.3,1.0,0.20138523105223877,0.10867686067958404,-1.39375,1.4242585790508688,0.08,-3.83,3.91,-0.3936755883501827,-0.9835038316354674,52.5,11.856282240712245,67,40,27,0.08329448149519268,-1.8081870910172517,10.065800000000001,16.099938529696313,37.9456,0.2292074175081476,0,42.315599999999996,47.853155487073145,124.32249999999996,8.456500000000004,0,45066.0,75835.72352130624,176400.0,36.0,0,Fall
0.72125,0.28170082914833094,1.12,0.37,0.7500000000000001,0.11883125467439586,-1.559834396057269,-2.8075,1.7615151757182548,0.05,-3.84,3.8899999999999997,1.1511542284675127,-0.6694612964669893,50.75,9.82344135219425,65,40,25,0.1296486350410841,-1.4300266107678004,8.8487,14.118059210812225,33.292899999999996,0.09620666734690418,0,147.83165,206.38957109107403,504.45160000000004,8.479040379818539,0,41824.0,71022.50674258126,164836.0,85.74603255583818,0,No Fall
0.83625,0.11562717179427531,0.95,0.62,0.32999999999999996,-0.8499716283917207,-0.6643113679667958,0.0,0.060000000000000005,0.09,-0.09,0.18,-0.08484483870235693,-1.0604686318972039,68.0,16.142225019229183,95,46,49,0.2080474343745258,-0.9085006925207755,11.268999999999998,19.333971686386633,44.756099999999996,0.025239870272322447,0,0.02515,0.031446422690029466,0.07908254685319159,1.2037062152420224e-35,1,75520.0,127264.3271541558,295936.0,196.0,0,Fall
0.78625,0.18023298413838845,0.9,0.41,0.49000000000000005,-1.3845133066736108,0.3428324784159469,-1.1087500000000001,1.2966708746412319,0.1,-2.69,2.79,-0.10217453491641391,-1.8666462387096245,61.25,15.182226450688976,84,40,44,-0.037541897548672716,-1.155884618941379,10.1118,17.005190848973147,39.5641,0.07733810998430225,0,31.267599999999998,31.224542363820156,78.67689999999999,0.08530000000000007,0,61630.5,103059.69581630833,240100.0,336.37395716808635,0,No Fall
0.88625,0.4298483952013115,1.51,0.22,1.29,-0.06758914422388823,-1.0474148893747806,-3.4099999999999997,0.5858083548153172,-2.36,-3.84,1.48,0.8302872426832009,-0.928091767183056,60.75,15.979898086569353,85,41,44,0.20459976540223837,-1.3958508288913882,13.860399999999998,21.026007966563693,50.2681,0.9170456141476275,0,188.27775000000003,320.9697613829962,744.1984000000001,0.5358015264503402,0,60834.5,101279.56509459349,236196.0,90.47813869930219,0,No Fall
0.54125,0.0640172967698128,0.61,0.43,0.18,-0.5999201422134259,-1.0278906973101503,-0.7662500000000001,1.2330095295657695,0.07,-3.67,3.7399999999999998,-1.8596163182636727,2.1143481811943623,57.625,21.731724670234,100,40,60,0.9683069562110705,-0.36487579804999015,4.715799999999999,8.102103109069892,18.7489,0.001968210741890904,0,18.3159,11.87996137619984,37.5769,7.2606495110797376,0,55806.0,90495.30443619713,212521.0,1097.0000000000002,0,No Fall
1.0075,0.3788610751789029,1.5,0.4,1.1,-0.06843563679834669,-0.9529399844394271,-3.3125,1.3553887159883586,0.04,-3.84,3.88,2.2626422645993336,3.129766235652002,65.5,6.524678426668135,74,58,16,0.29690284367804154,-1.642538624386289,17.209200000000003,27.581549085937876,64.96360000000001,0.3518750365314722,0,186.67359999999996,297.6683696170287,702.25,14.3208,0,68910.0,118741.65668374347,274576.0,2.8486296602795798,0,No Fall
0.7575000000000001,0.3407869045103029,1.3,0.28,1.02,0.12622529100439803,-1.004741248003476,-2.5625,1.7479682082757846,0.11,-3.83,3.94,0.8242000622830893,-1.1163348216481703,61.5,16.327015298927986,89,41,48,0.3035946018161161,-1.0001757632778818,9.990650000000002,15.44081062695544,36.723600000000005,0.3461638174556794,0,125.9798,170.1569708748954,420.25,18.061199999999996,0,62364.0,103758.18590357101,242064.0,921.4634944119304,0,No Fall
0.64,0.17129756899284104,1.0,0.44,0.56,1.1264548265728154,0.5602889462601279,-0.8162499999999999,1.0523027470403044,0.09,-2.55,2.6399999999999997,-0.5786996306279705,-1.189598861190682,60.75,20.776016392534377,89,41,48,0.4063026741040964,-1.60501999994578,6.7445499999999985,11.242911045521081,26.21439999999999,0.06738642891762081,0,17.756099999999996,15.880677658084997,42.640899999999995,0.4409000000000001,0,60718.5,101313.77879513724,236196.0,1660.425181381917,0,Fall
0.455,0.19353847900906646,0.74,0.17,0.57,0.002780800889394358,-1.173862424442361,-0.96375,1.1265235714989974,0.09,-2.46,2.55,-0.19114599962218626,-1.7596336416194838,61.0,17.84056373228476,99,40,59,1.1295917299776999,0.7531724518048408,3.5738000000000003,5.599724000341446,13.249600000000001,0.0003992647064344894,0,23.739900000000006,23.90849257356055,59.4441,1.022900000000001,0,61426.0,102039.14831083216,238144.0,583.9999999999999,0,Fall
0.69,0.16388149028228557,0.79,0.32,0.47000000000000003,-1.691958590331485,1.3365595291987296,-0.5775,1.0079788829987604,0.24,-2.4,2.6399999999999997,-0.967420596747473,-0.7138187686398609,54.375,12.08230701716948,74,41,33,0.5059200551112155,-1.048977381252981,7.795800000000002,13.091548971760373,30.470400000000005,0.10185559902486052,0,12.11205,8.048922397283999,21.3444,1.928258271961969,0,48318.0,81355.40267861748,189225.0,275.84444557817335,0,Fall
1.1287500000000001,0.40702535898533754,1.5,0.37,1.13,-0.7213996103695067,-0.6136723606346739,-2.84875,1.7831548085986733,0.05,-3.84,3.8899999999999997,1.1540659385965335,-0.6670620003722436,55.5,9.055385138137417,68,41,27,-0.09872301091583921,-1.0585293010720052,21.519600000000004,34.65394951127505,81.54090000000002,1.1743974028955586,0,152.1025,212.60358124382572,519.3841,8.36300852748222,0,49826.0,85053.68006147647,197136.0,23.138818093402044,0,No Fall
0.7475,0.1610456900563138,1.04,0.57,0.4700000000000001,0.6738605896745231,-0.7377535817410004,-1.335,1.5448439588330134,0.09,-3.78,3.8699999999999997,-0.3802235988629998,-1.3977700768035295,53.375,16.088483014699854,88,40,48,1.2860751638557866,0.711815559861074,9.118450000000003,15.382398764740824,35.760400000000004,0.009891219585971,0,42.317350000000005,41.7475681760926,114.0624,12.691312390196137,0,47016.0,78131.50086232825,182329.0,485.0000000000001,0,No Fall
0.61875,0.06490377492873584,0.7,0.52,0.17999999999999994,-0.24376930794181956,-1.3029435849571633,-0.10750000000000001,0.4828117053853841,0.1,-1.3,1.4000000000000001,-2.2498922825693746,3.0967648679235538,74.375,19.69000834360993,100,45,55,-0.18730678660019046,-1.1949976460087923,6.1545000000000005,10.59326841347844,24.5025,0.00737064940365487,0,1.6054000000000002,0.5355440037942728,2.158529003975635,0.7396000000000001,1,91184.0,151778.4167561383,354025.0,1017.0000000000001,0,Fall
0.7225,0.37407982341435403,1.49,0.49,1.0,1.3636541583354067,0.18366507747412797,-1.6437499999999998,1.8051746057218,-0.12,-3.84,3.7199999999999998,-0.4882573699031735,-1.7252554553456279,48.375,7.424621202458749,65,40,25,1.4464762825173343,1.3974115723386857,9.3136,13.92169222688104,33.4084,0.5400276200436809,0,64.65509999999999,68.15941881603746,172.9225,2.248390623021999,0,37692.0,64708.033357536064,149769.0,144.99999999999997,0,No Fall
0.7825,0.3053218442421514,1.31,0.34,0.97,0.22863003803808207,-0.6213309883288476,-2.2199999999999998,1.758229629079043,0.06,-3.83,3.89,0.3182863030780603,-1.6427181120253802,62.5,14.501231474799452,78,44,34,-0.24745608198415311,-1.6985634008742911,10.449000000000003,16.6112225305665,39.18760000000001,0.003268975770812429,0,91.29194999999999,129.64967904147503,315.41759999999994,3.9347537981789746,0,63967.5,107411.46718926243,250000.0,780.7725112145308,0,No Fall
0.6937500000000001,0.282586901930817,1.31,0.52,0.79,1.5498328357358735,0.8423357918515877,-1.58375,1.8296208623646593,-0.09,-3.83,3.74,-0.49949238729904755,-1.7269558163267447,57.25,15.890248582070704,89,42,47,1.0670746475731931,-0.018371468183391304,8.2406,13.030141505371306,30.8025,0.32952567157762713,0,62.12830000000001,63.19596901084754,160.52890000000005,2.252609916953613,0,54124.0,89864.68533300498,209764.0,567.4331906086308,0,No Fall
0.8562500000000001,0.38425949193592757,1.6,0.59,1.0100000000000002,1.243663877902952,-0.23766259420862346,-0.9337500000000001,1.753770937152284,0.02,-3.81,3.83,-1.1550411176227977,-0.6651909681969213,46.0,9.335033858688309,66,40,26,1.3517075432983119,0.5837678043536685,12.758699999999997,19.735032270558868,46.92249999999999,0.4423322522693539,0,35.479200000000006,18.57497338759871,55.80090000000001,8.36525901640248,0,34394.0,58331.355153124976,135424.0,355.99999999999994,0,Fall
1.15,0.6255055098535447,2.19,0.28,1.91,0.21195756418977543,-0.9224733198611839,-3.53875,0.43205282415133317,-2.5,-3.84,1.3399999999999999,2.0222640615633423,2.516669064249937,42.875,7.3375258578274,61,40,21,2.2508514918872202,3.0992863212956774,23.408749999999998,35.47693166604885,84.63999999999999,0.027400000000000074,0,201.43609999999998,346.4218295958555,801.4560999999999,1.1533476195335037,0,29734.0,50757.764440526735,117649.0,372.71572875253815,0,No Fall
1.06125,0.6429049585391963,2.21,0.26,1.95,0.5425460105591262,-0.6787226472950749,-3.42875,0.40015845075955314,-2.82,-3.84,1.02,0.22838874196715658,-1.5297176437898452,42.125,4.356850107261306,52,40,12,1.7158085583718867,1.3951480084851884,20.785800000000005,29.660050268500896,72.0801,1.9628797430955351,0,189.213,325.1617369600396,752.4049,0.06849999999999985,0,28519.0,49103.677051723935,113569.0,84.14718625761432,0,No Fall
1.0525,0.41530539537618755,1.87,0.43,1.4400000000000002,0.5620540737562072,0.36163934053588376,-0.48999999999999994,1.9567319693816014,1.2,-3.64,4.84,-1.013508015221527,-0.7615777545418405,51.5,11.513966674062791,70,40,30,0.3526810706218253,-1.262675572235434,18.923,30.01680554656008,70.8964,0.35768684116743776,0,30.625149999999998,26.94548444243488,74.84385045171352,3.963749548286477,1,43356.0,72974.80961263277,169744.0,172.00173310355436,0,No Fall
0.80125,0.07510706643566521,0.92,0.66,0.26,-0.3644575580432335,0.1091375220318982,-0.15000000000000002,0.42456700632190303,0.24,-0.94,1.18,-0.8817907116912801,-0.676117724477415,59.75,22.275867788130853,98,40,58,0.7890150476268272,-0.9033292003041224,10.3087,17.770517986260277,41.088100000000004,0.0037328860400634763,0,1.4169999999999998,1.3105753927187855,3.542322220238195,0.19239999999999985,1,60562.5,97044.93966070564,228484.0,20.53557745235335,0,No Fall
0.855,0.37492856462455426,1.52,0.33,1.19,0.3015020410403765,-0.5087213712076144,-2.7487500000000002,1.45773246124638,0.09,-3.84,3.9299999999999997,1.0264548406832854,-0.37486025550336066,56.0,22.367067628227762,90,40,50,0.5965565072559301,-1.5328628399012263,12.676349999999998,19.71868193966067,46.785599999999995,0.13541456889236797,0,133.33390000000003,202.53752186195032,483.5601000000001,5.480500000000001,0,53313.5,85113.05649399509,200704.0,1450.0000000000002,0,No Fall
1.0237500000000002,0.7079737182369736,2.23,0.29,1.94,0.5432655845856076,-1.0470477135152312,-3.6574999999999998,0.15229201273493348,-3.42,-3.84,0.41999999999999993,0.23306414299976852,-1.272988195305535,46.375,14.735162028291375,82,40,42,2.084890212147163,2.6126799185404783,20.0291,27.37120456647825,67.0761,1.4710195292635704,0,214.1932,370.6325749554941,856.1475999999999,0.07648949519170055,0,35794.0,58802.60782482355,137641.0,1310.4272734229698,0,No Fall
1.2525,0.5134964181263307,2.23,0.8,1.43,1.0232537237513017,-0.42010286763638627,-1.6275,1.8141566320784668,0.1,-3.84,3.94,-0.15785411124472531,-1.789881486956054,58.5,24.50655888882461,91,40,51,0.517777023636011,-1.7053816264877544,26.86585,42.47614343531554,100.40039999999999,0.7402069360217215,0,65.40845,67.28022184830769,169.5204,2.165,0,58695.5,92700.014000808,219024.0,522.8846403885216,0,Fall
0.86625,0.09226321043622968,1.0,0.73,0.27,-0.04282195978351719,-1.186263649436952,-0.45499999999999996,0.7645913941446111,0.07,-1.96,2.03,-1.1164482680615242,-0.24449504270392275,62.25,20.72782808551965,85,41,44,0.12814094816659677,-1.7905561947168653,12.062999999999999,20.762729877595575,48.024899999999995,0.0073,0,7.145399999999998,4.9284498901784515,13.249599999999997,1.421506427350829,0,64528.0,105949.29552384952,248004.0,578.2961056187833,0,Fall
1.2225000000000001,0.4004550982498359,1.76,0.75,1.01,-0.005976847066624127,-1.5833072294722537,-0.66625,0.8942025577494812,0.1,-2.26,2.36,-0.6884763440486013,-0.905139429948552,44.125,8.999007881824689,66,40,26,2.122117287376955,2.734024839269239,25.0202,40.80837368825177,95.64839999999998,0.11020984385312368,0,12.550900000000002,10.801743945308091,28.4089,1.8404999999999996,0,31664.0,53661.93948228111,124609.0,547.4365081389595,0,No Fall
0.6937500000000001,0.08210402808980463,0.78,0.56,0.21999999999999997,-0.534836865221525,-1.1868407175123878,-0.0225,0.1137352816223457,0.1,-0.22,0.32,-0.6696109124002756,-0.9885542093367086,72.375,16.132819255878903,92,42,50,-0.6743743054289474,-0.42115211024775734,7.746300000000001,13.311576318377924,30.8025,0.018848614792601585,0,0.08245,0.08232616534249605,0.22499999999999998,0.0324,2,85307.0,144301.39997241885,335241.0,1243.9217895131978,0,No Fall
0.98875,0.6593814742403888,2.1,0.5,1.6,0.709385651241374,-1.2328489463039003,-1.6075000000000002,1.830954083843409,0.01,-3.84,3.8499999999999996,-0.468292389728714,-1.717893687017741,47.875,15.679262919993583,86,40,46,2.1155949692331895,2.749502534658194,18.275999999999996,25.751666354820607,62.56809999999999,0.927323800000854,0,62.73085,65.20952906161413,165.37959999999998,0.9533657103149017,0,38288.0,62586.71634620241,146689.0,1575.5155851775392,0,Fall
0.8975,0.48156738142978794,1.5,0.38,1.12,0.30859681047143056,-1.6842639052434127,-2.37,1.9711925324533874,0.01,-3.84,3.8499999999999996,0.5152562958163889,-1.7329582923277853,53.25,14.48891201673098,85,40,45,1.3932157674184587,0.9540324351758986,14.1834,21.602426079031034,51.552400000000006,0.5097779802566248,0,115.12915000000001,144.38909161345086,359.4816,2.402386019475074,0,46740.5,77796.5704369415,181476.0,905.8751083189719,0,Fall
0.9112499999999999,0.464863651284669,1.49,0.2,1.29,-0.13275861514759815,-1.2906075307886444,-3.66625,0.2928645469447315,-2.96,-3.84,0.8799999999999999,2.055207267343664,2.568379130856864,56.75,15.727591769153435,80,41,39,0.2567667591393327,-1.4654790892441685,14.627600000000005,22.29079371511926,53.144100000000016,0.05706596025816038,0,215.54500000000002,372.2200428998551,860.2488999999999,0.42969268401470817,0,52682.5,88590.3675675296,206116.0,299.7531752307746,0,No Fall
0.6625,0.18622183392011643,0.92,0.4,0.52,0.013745770907994398,-1.279845488263663,-0.10625000000000001,0.7126196641366879,0.25,-1.86,2.1100000000000003,-2.216672669698179,3.0166872205225514,63.875,19.320141229889007,98,41,57,0.6747211375958161,-0.6782389156288313,7.256800000000002,12.029810392520742,28.090000000000007,0.10087099602436574,0,3.1998000000000006,1.4856325622441102,4.5821000000000005,0.7224999999999998,2,67838.0,111592.37998626968,261121.0,3004.9999999999995,0,No Fall
1.0225,0.4165761806509276,1.66,0.38,1.2799999999999998,-0.021017601314991585,-0.8915292745439936,-2.5300000000000002,1.652279810270818,0.05,-3.77,3.82,0.6344704522177753,-1.437193422519245,51.5,19.01127485016645,97,40,57,1.9880845312596926,2.4200384320954864,17.931599999999996,28.324957995379265,66.91239999999999,0.25,0,119.23480000000002,168.86388447190242,409.65760000000006,5.826285024834922,0,44545.5,72292.06806939472,169744.0,1729.9999999999995,0,No Fall
1.34375,0.21500415278381416,1.68,1.03,0.6499999999999999,0.05704150143443163,-0.965786669138879,-0.91625,1.8079660039471348,0.11,-3.85,3.96,-1.1535576474190845,-0.6675230193269606,64.875,18.263449056204347,96,45,51,0.5362061273952278,-1.0698269217612135,29.1791,49.87351853839871,115.5625,0.2825000000000003,0,28.6498,28.75671432778786,60.8625,0.002485786437626894,2,69297.0,115510.73712863233,269361.0,1646.0395385192892,0,Fall
0.8325,0.42287282789442565,1.6,0.25,1.35,0.3734505489467613,-0.4078548486283373,-1.8925,0.9991675106235762,-0.67,-3.81,3.14,-0.7288036273268199,-0.26800534269466114,60.125,27.673801432298486,100,40,60,0.555799944004588,-1.632866453283541,12.2482,18.543316403491584,44.3556,0.8706000297353563,0,63.948800000000006,95.77869962815323,229.2196,1.2730923080963048,0,59961.0,98958.64489775515,231361.0,2501.0000000000005,0,No Fall
1.115,0.5894307180904057,2.07,0.33,1.7399999999999998,0.306693444059922,-1.0521021860392143,-3.22375,1.3415442860481988,0.08,-3.84,3.92,2.223755346795194,3.0301116575625544,60.375,22.840674871190398,100,40,60,0.6380106653828004,-1.0392978832944857,21.813550000000003,33.369642207813676,79.5664,0.765,0,176.7677,281.9562524879347,665.1241,12.202023552352106,0,61446.0,99256.31276145612,233289.0,515.9580105021588,0,No Fall
1.31,0.6779801935581474,2.47,0.36,2.1100000000000003,0.4317571936447544,-0.7066353541350519,-3.19375,1.0687233705955639,-1.13,-3.84,2.71,1.2533199154510752,-0.24889673523536437,49.375,17.418688650002167,89,40,49,1.7178993520394141,1.4590687295732954,30.363150000000005,45.92684240874285,109.83040000000001,0.9431710913888278,0,171.10549999999998,278.1473603181594,652.8024999999999,3.184919460026962,0,40464.0,66724.43190466292,156025.0,577.0,0,No Fall
0.5825,0.10264362759428511,0.8,0.52,0.28,1.4524316227363017,0.5013189313415687,-0.29625,0.43973815260577837,0.09,-0.94,1.03,-0.47109944364516404,-1.5729543690053327,70.625,17.9518204409151,95,54,41,0.43074500076980576,-1.5677431648777027,5.500850000000001,9.361669449275595,21.715600000000002,0.04175277784863584,0,2.7142999999999997,2.434800439461107,5.6169,0.19622734776135994,0,81762.0,137116.98327705433,319225.0,244.60736313921623,0,No Fall
1.0387499999999998,0.48439763771985034,2.09,0.71,1.38,1.4563642808281965,0.788250153791171,-1.41875,1.1478232504552757,0.07,-3.84,3.9099999999999997,-1.0827458819104891,0.7338956862473345,53.625,21.43386839293631,100,40,60,1.5114773147500549,0.7451476674204067,18.90199999999999,28.97148942857442,69.05609999999997,1.0139205788916001,0,39.632600000000004,51.89608251968544,128.82250000000002,1.833082139705156,0,49106.0,77932.2717171776,184041.0,1590.146468382617,0,No Fall
1.23875,0.6920247208631454,2.23,0.02,2.21,-0.6042674149904979,-0.42817295074798256,-2.97625,1.378103640100099,0.06,-3.84,3.9,1.48888384933299,0.9660751702036015,45.5,7.634508123364221,58,40,18,0.7361766618235492,-1.219939446366782,27.7027,40.7100718982416,98.2081,3.397035931288072,0,152.91170000000002,239.2335389161395,566.9161000000001,2.461324349667277,0,33507.5,57152.65690893119,132496.0,57.2435072388965,0,No Fall
0.67625,0.15240336516719608,0.9,0.46,0.44,0.17095702982233613,-1.0808288413624785,-0.5349999999999999,0.9440490302037133,0.31,-2.24,2.5500000000000003,-0.81263433533924,-0.8860082090023922,71.5,14.957081457098699,94,51,43,0.1078958719606874,-1.2725689092448242,7.4796000000000005,12.581267598696087,29.2681,0.007585209586738856,0,10.43975,7.4054271110787395,18.3184,1.8890848224081611,0,83097.5,140927.20830893514,327184.0,286.28896294384674,0,Fall
0.93125,0.2904399372380754,1.51,0.45,1.06,0.5062978918094934,0.8083035201498143,-1.1575,1.5705845135763037,0.29,-3.84,4.13,-0.5192170735706225,-1.1496157595886043,52.0,18.063380477798564,95,40,55,1.942155817645245,2.3204167574016763,14.4646,23.695968748924365,55.502500000000005,0.28417242455935304,0,34.3528,29.768589580966037,85.74759999999999,13.5796,0,45260.0,73788.42764282215,173056.0,1897.2565670994939,0,No Fall
1.29875,0.6538334759598305,2.06,0.2,1.86,-0.5425897634868624,-1.0500496937265067,-2.7775,1.7748299717357232,0.11,-3.84,3.9499999999999997,1.147543573394491,-0.6721001243258833,57.75,25.465663156493687,100,40,60,0.7345319495107128,-1.2181491777799796,29.847900000000006,45.159277858708066,107.95210000000002,1.5233,0,145.4762,201.53986227453862,493.72839999999997,8.325016331112327,0,57636.0,90026.10394768842,213444.0,1215.061474158378,0,No Fall
1.2950000000000002,0.6610597552415364,2.23,0.17,2.06,-0.33110135908888294,-0.7535959987522278,-3.7675,0.07459413994601521,-3.64,-3.84,0.19999999999999973,0.6349823920413159,-0.9241399312175655,42.125,4.356850107261306,52,40,12,1.7158085583718867,1.3951480084851884,29.776199999999996,44.777269888192144,107.32959999999999,3.349066046913339,0,227.14385000000001,393.3347379849096,908.4196000000001,0.028631161645793185,0,28489.0,49121.058620514275,113569.0,49.0,0,No Fall
1.06125,0.6507674041358512,2.23,0.33,1.9,0.7336721510281888,-0.7331665232179367,-3.50375,0.5979951624266825,-2.05,-3.84,1.79,2.114013830806787,2.7451336018075816,41.5,3.2071349029490928,49,40,9,1.875,1.9375,20.862,29.604826723863795,72.0801,1.5896603055889238,0,198.6459,338.9251078162254,785.6809000000001,2.2601000000000013,0,27623.5,47689.428553401645,110224.0,51.816233815926445,0,No Fall
0.7050000000000001,0.02449489742783176,0.74,0.67,0.06999999999999995,-8.20327505742449e-15,-1.2380952380952384,0.036250000000000004,0.11070391656512041,0.11,-0.23,0.34,-2.02523579385162,2.522376694104506,72.875,19.895710233974704,96,43,53,-0.40466763293618474,-1.3990959617475247,7.956399999999999,13.771651874775223,31.809599999999996,0.0018745166004060937,0,0.09150000000000003,0.03333046654338941,0.13903036072312186,0.04570000000000001,3,87638.0,145645.91811307313,339889.0,1309.4281399747472,0,No Fall
0.9137500000000001,0.6218850950365118,2.26,0.24,2.0199999999999996,1.291142657111936,0.8645040118914431,-1.78125,1.286639448885573,0.08,-3.84,3.92,0.215682423722025,-0.6033364298975146,48.375,10.992692377861108,65,40,25,0.7869681916075721,-1.0708249591978247,15.781200000000002,21.815365644655152,53.43610000000001,0.2738009408901671,0,62.1259,81.4146901842659,203.0625,10.735276425565205,0,38152.0,64443.36217951388,149769.0,289.0,0,Fall
0.95,0.3039266828882067,1.38,0.44,0.94,-0.16832158997904323,-0.7409445911799803,-2.5325,1.1367340435274584,0.04,-3.33,3.37,1.6414804246690882,1.3958949544719559,48.75,14.42963220994512,82,40,42,1.7405309843648191,1.6897820170702786,15.050150000000002,24.664203268248908,57.760000000000005,0.0383680312731416,0,110.68204999999999,173.13475382683134,410.46759999999995,3.9244318599889985,0,38970.5,65317.08892586993,152100.0,793.3898269447337,0,No Fall
0.26,0.15297058540778355,0.56,0.14,0.42000000000000004,1.1634809726254258,-0.1874751215410555,-1.4875,1.2345704863288631,-0.19,-3.24,3.0500000000000003,-0.48820520970247033,-1.3252065762569945,50.875,14.207015369678661,82,40,42,1.4341913175273318,0.9107955350110926,1.2422000000000002,1.7884451459298383,4.3264000000000005,0.04138268426979719,0,45.8976,56.34794727246058,141.60999999999996,2.531733698660575,0,42654.0,71017.69806886167,165649.0,474.59379566434086,0,No Fall
0.60875,0.37502142795921867,1.3,0.26,1.04,0.774345328653635,-0.7358804049656271,-1.3350000000000002,1.829574501665034,0.03,-3.83,3.86,-0.577498800571538,-1.5927084634231752,48.625,8.105333341166702,65,40,25,1.0424700132851534,0.06423578620855297,6.910900000000001,9.784778101725149,23.716900000000003,0.06323825611019197,0,50.86654999999999,45.35891166526705,114.0624,1.4925261000081116,0,38014.0,65418.006290317346,151321.0,92.71572875253813,0,Fall
1.1600000000000001,0.6788014647681814,2.23,0.19,2.04,0.15036313354382422,-1.0508309421824373,-2.37875,1.023794587377203,-0.99,-3.84,2.8499999999999996,-0.358679907335605,-1.0165053939007753,46.875,7.586407017064892,61,40,21,0.7303642534610337,-0.6362374297596713,24.5502,35.622251212690074,86.1184,2.0523357036087853,0,97.6512,152.80198796628926,362.14090000000004,1.0223266621726088,0,35559.0,60660.16488602714,140625.0,241.00000000000003,0,No Fall
0.49749999999999994,0.058492978821637835,0.62,0.45,0.16999999999999998,1.3306717516221551,0.38212002214077234,-0.19125,0.2538524599616309,0.11,-0.66,0.77,-0.7096683313079966,-0.5487232302466087,73.5,21.751847212199177,92,40,52,-0.696476269336765,-1.2975948242666107,3.9832499999999995,6.845761590758181,15.840399999999997,0.004242936546402321,0,1.0012,0.8225298353251388,2.3409,0.2437392934214345,0,88123.5,148745.3987985847,345744.0,856.1349929487947,0,Fall
0.77625,0.05370222128951999,0.84,0.69,0.15000000000000002,-0.7370793165509155,-0.8816440299437365,-0.23125000000000004,0.6589263453311216,0.24,-1.69,1.93,-1.5873512144816588,1.0544872367831557,47.75,9.09866552224634,67,40,27,1.250725496128663,0.48537424410826935,9.660600000000004,16.687453900161046,38.56410000000001,0.0005956277398604385,0,3.7518,1.9049654143842083,6.9063540515484485,1.8570459484515507,1,36976.0,62901.72199550661,145924.0,424.00000000000006,0,No Fall
