Timestamp(ms),knull,X(m/s^2),Y(m/s^2),Z(m/s^2)
[2024-08-14 10:14:53.504] 116790, 0.67, 0.35, -9.45
[2024-08-14 10:14:53.504] 116802, 0.67, 0.39, -9.45
[2024-08-14 10:14:53.562] 116814, 0.67, 0.31, -9.41
[2024-08-14 10:14:53.562] 116826, 0.67, 0.35, -9.45
[2024-08-14 10:14:53.581] 116838, 0.71, 0.35, -9.49
[2024-08-14 10:14:53.581] 116850, 0.71, 0.35, -9.45
[2024-08-14 10:14:53.587] 116862, 0.63, 0.39, -9.49
[2024-08-14 10:14:53.587] 116874, 0.63, 0.35, -9.49
[2024-08-14 10:14:53.587] 116886, 0.63, 0.39, -9.45
[2024-08-14 10:14:53.611] 116898, 0.63, 0.31, -9.45
[2024-08-14 10:14:53.621] 116910, 0.71, 0.35, -9.45
[2024-08-14 10:14:53.657] 116922, 0.67, 0.39, -9.45
[2024-08-14 10:14:53.657] 116934, 0.67, 0.35, -9.41
[2024-08-14 10:14:53.673] 116946, 0.67, 0.35, -9.41
[2024-08-14 10:14:53.673] 116958, 0.63, 0.39, -9.41
[2024-08-14 10:14:53.673] 116970, 0.71, 0.43, -9.45
[2024-08-14 10:14:53.706] 116982, 0.67, 0.35, -9.45
[2024-08-14 10:14:53.710] 116994, 0.71, 0.39, -9.41
[2024-08-14 10:14:53.712] 117006, 0.63, 0.35, -9.49
[2024-08-14 10:14:53.767] 117018, 0.67, 0.35, -9.45
[2024-08-14 10:14:53.767] 117030, 0.67, 0.39, -9.45
[2024-08-14 10:14:53.767] 117042, 0.67, 0.39, -9.41
[2024-08-14 10:14:53.781] 117054, 0.63, 0.35, -9.38
[2024-08-14 10:14:53.788] 117066, 0.63, 0.35, -9.38
[2024-08-14 10:14:53.788] 117078, 0.67, 0.39, -9.49
[2024-08-14 10:14:53.789] 117090, 0.67, 0.39, -9.49
[2024-08-14 10:14:53.821] 117102, 0.63, 0.39, -9.49
[2024-08-14 10:14:53.881] 117114, 0.63, 0.39, -9.45
[2024-08-14 10:14:53.881] 117126, 0.67, 0.31, -9.45
[2024-08-14 10:14:53.910] 117138, 0.63, 0.31, -9.49
[2024-08-14 10:14:53.928] 117150, 0.67, 0.39, -9.45
[2024-08-14 10:14:53.981] 117162, 0.67, 0.35, -9.41
[2024-08-14 10:14:53.989] 117174, 0.67, 0.39, -9.49
[2024-08-14 10:14:54.022] 117186, 0.67, 0.35, -9.45
[2024-08-14 10:14:54.022] 117198, 0.63, 0.39, -9.45
[2024-08-14 10:14:54.022] 117210, 0.67, 0.39, -9.45
[2024-08-14 10:14:54.036] 117222, 0.67, 0.43, -9.45
[2024-08-14 10:14:54.092] 117234, 0.67, 0.39, -9.45
[2024-08-14 10:14:54.092] 117246, 0.67, 0.35, -9.49
[2024-08-14 10:14:54.092] 117258, 0.63, 0.35, -9.49
[2024-08-14 10:14:54.100] 117270, 0.63, 0.39, -9.45
[2024-08-14 10:14:54.100] 117282, 0.63, 0.39, -9.45
[2024-08-14 10:14:54.100] 117294, 0.63, 0.39, -9.45
[2024-08-14 10:14:54.100] 117306, 0.71, 0.35, -9.49
[2024-08-14 10:14:54.100] 117318, 0.71, 0.35, -9.49
[2024-08-14 10:14:54.100] 117330, 0.67, 0.43, -9.45
[2024-08-14 10:14:54.116] 117342, 0.67, 0.39, -9.45
[2024-08-14 10:14:54.116] 117354, 0.67, 0.39, -9.49
[2024-08-14 10:14:54.116] 117366, 0.67, 0.35, -9.41
[2024-08-14 10:14:54.116] 117378, 0.63, 0.35, -9.45
[2024-08-14 10:14:54.116] 117390, 0.63, 0.35, -9.49
[2024-08-14 10:14:54.116] 117402, 0.67, 0.35, -9.45
[2024-08-14 10:14:54.116] 117414, 0.63, 0.35, -9.41
[2024-08-14 10:14:54.131] 117426, 0.63, 0.43, -9.41
[2024-08-14 10:14:54.227] 117438, 0.67, 0.35, -9.45
[2024-08-14 10:14:54.227] 117450, 0.63, 0.39, -9.41
[2024-08-14 10:14:54.227] 117462, 0.67, 0.39, -9.45
[2024-08-14 10:14:54.227] 117474, 0.63, 0.35, -9.49
[2024-08-14 10:14:54.227] 117486, 0.71, 0.39, -9.45
[2024-08-14 10:14:54.243] 117498, 0.67, 0.39, -9.49
[2024-08-14 10:14:54.246] 117510, 0.67, 0.35, -9.45
[2024-08-14 10:14:54.246] 117522, 0.67, 0.39, -9.45
[2024-08-14 10:14:54.253] 117534, 0.63, 0.43, -9.49
[2024-08-14 10:14:54.253] 117546, 0.71, 0.35, -9.45
[2024-08-14 10:14:54.260] 117558, 0.67, 0.39, -9.45
[2024-08-14 10:14:54.305] 117570, 0.71, 0.39, -9.49
[2024-08-14 10:14:54.308] 117582, 0.67, 0.35, -9.45
[2024-08-14 10:14:54.308] 117594, 0.67, 0.39, -9.45
[2024-08-14 10:14:54.317] 117606, 0.71, 0.39, -9.41
[2024-08-14 10:14:54.321] 117618, 0.63, 0.35, -9.49
[2024-08-14 10:14:54.338] 117630, 0.67, 0.35, -9.45
[2024-08-14 10:14:54.352] 117642, 0.63, 0.35, -9.49
[2024-08-14 10:14:54.352] 117654, 0.63, 0.39, -9.49
[2024-08-14 10:14:54.395] 117666, 0.63, 0.39, -9.41
[2024-08-14 10:14:54.400] 117678, 0.63, 0.35, -9.49
[2024-08-14 10:14:54.400] 117690, 0.63, 0.31, -9.49
[2024-08-14 10:14:54.400] 117702, 0.67, 0.35, -9.38
[2024-08-14 10:14:54.431] 117714, 0.67, 0.31, -9.38
[2024-08-14 10:14:54.442] 117726, 0.71, 0.39, -9.38
[2024-08-14 10:14:54.442] 117738, 0.67, 0.39, -9.49
[2024-08-14 10:14:54.448] 117750, 0.71, 0.39, -9.45
[2024-08-14 10:14:54.504] 117762, 0.71, 0.35, -9.45
[2024-08-14 10:14:54.511] 117774, 0.67, 0.39, -9.41
[2024-08-14 10:14:54.511] 117786, 0.63, 0.43, -9.53
[2024-08-14 10:14:54.518] 117798, 0.67, 0.35, -9.49
[2024-08-14 10:14:54.518] 117810, 0.67, 0.43, -9.45
[2024-08-14 10:14:54.521] 117822, 0.67, 0.35, -9.45
[2024-08-14 10:14:54.543] 117834, 0.67, 0.35, -9.49
[2024-08-14 10:14:54.606] 117846, 0.67, 0.39, -9.45
[2024-08-14 10:14:54.615] 117858, 0.71, 0.35, -9.45
[2024-08-14 10:14:54.615] 117870, 0.63, 0.35, -9.49
[2024-08-14 10:14:54.617] 117882, 0.63, 0.39, -9.49
[2024-08-14 10:14:54.617] 117894, 0.63, 0.35, -9.49
[2024-08-14 10:14:54.623] 117906, 0.67, 0.31, -9.41
[2024-08-14 10:14:54.623] 117918, 0.63, 0.39, -9.45
[2024-08-14 10:14:54.654] 117930, 0.63, 0.35, -9.45
[2024-08-14 10:14:54.660] 117942, 0.67, 0.35, -9.45
[2024-08-14 10:14:54.660] 117954, 0.71, 0.43, -9.45
[2024-08-14 10:14:54.707] 117966, 0.67, 0.39, -9.45
[2024-08-14 10:14:54.707] 117978, 0.63, 0.39, -9.45
[2024-08-14 10:14:54.718] 117990, 0.63, 0.35, -9.45
[2024-08-14 10:14:54.718] 118002, 0.67, 0.35, -9.45
[2024-08-14 10:14:54.718] 118014, 0.71, 0.35, -9.49
[2024-08-14 10:14:54.726] 118026, 0.71, 0.35, -9.41
[2024-08-14 10:14:54.757] 118038, 0.67, 0.35, -9.49
[2024-08-14 10:14:54.815] 118050, 0.67, 0.39, -9.49
[2024-08-14 10:14:54.821] 118062, 0.67, 0.35, -9.45
