Timestamp(ms),X(m/s^2),Y(m/s^2),Z(m/s^2)
2024-08-14 11:01:50.984,0.67,0.43,-9.45
2024-08-14 11:01:50.991,0.71,0.43,-9.41
2024-08-14 11:01:50.991,0.67,0.43,-9.41
2024-08-14 11:01:50.995,0.67,0.47,-9.38
2024-08-14 11:01:51.026,0.71,0.43,-9.41
2024-08-14 11:01:51.031,0.67,0.43,-9.45
2024-08-14 11:01:51.041,0.67,0.43,-9.41
2024-08-14 11:01:51.048,0.67,0.47,-9.38
2024-08-14 11:01:51.073,0.71,0.43,-9.38
2024-08-14 11:01:51.078,0.67,0.43,-9.41
2024-08-14 11:01:51.084,0.67,0.43,-9.38
2024-08-14 11:01:51.109,0.71,0.43,-9.41
2024-08-14 11:01:51.126,0.67,0.39,-9.45
2024-08-14 11:01:51.130,0.67,0.43,-9.45
2024-08-14 11:01:51.130,0.71,0.43,-9.41
2024-08-14 11:01:51.158,0.67,0.43,-9.41
2024-08-14 11:01:51.164,0.63,0.43,-9.45
2024-08-14 11:01:51.164,0.63,0.43,-9.45
2024-08-14 11:01:51.194,0.67,0.39,-9.38
2024-08-14 11:01:51.197,0.67,0.47,-9.45
2024-08-14 11:01:51.201,0.71,0.47,-9.41
2024-08-14 11:01:51.232,0.67,0.43,-9.38
2024-08-14 11:01:51.238,0.71,0.47,-9.41
2024-08-14 11:01:51.238,0.71,0.39,-9.41
2024-08-14 11:01:51.268,0.67,0.47,-9.41
2024-08-14 11:01:51.291,0.71,0.47,-9.41
2024-08-14 11:01:51.294,0.67,0.43,-9.45
2024-08-14 11:01:51.294,0.63,0.43,-9.41
2024-08-14 11:01:51.297,0.63,0.47,-9.41
2024-08-14 11:01:51.328,0.67,0.47,-9.53
2024-08-14 11:01:51.335,0.63,0.47,-9.45
2024-08-14 11:01:51.335,0.67,0.43,-9.45
2024-08-14 11:01:51.364,0.63,0.39,-9.41
2024-08-14 11:01:51.371,0.67,0.43,-9.41
2024-08-14 11:01:51.371,0.67,0.39,-9.38
2024-08-14 11:01:51.376,0.71,0.43,-9.38
2024-08-14 11:01:51.408,0.67,0.51,-9.45
2024-08-14 11:01:51.412,0.63,0.47,-9.45
2024-08-14 11:01:51.416,0.63,0.47,-9.45
2024-08-14 11:01:51.447,0.67,0.43,-9.45
2024-08-14 11:01:51.453,0.67,0.47,-9.41
2024-08-14 11:01:51.456,0.71,0.39,-9.38
2024-08-14 11:01:51.488,0.67,0.39,-9.49
2024-08-14 11:01:51.498,0.63,0.43,-9.41
2024-08-14 11:01:51.502,0.67,0.43,-9.45
2024-08-14 11:01:51.522,0.63,0.47,-9.45
2024-08-14 11:01:51.522,0.67,0.47,-9.45
2024-08-14 11:01:51.526,0.67,0.43,-9.38
2024-08-14 11:01:51.551,0.63,0.43,-9.45
2024-08-14 11:01:51.555,0.67,0.43,-9.41
2024-08-14 11:01:51.559,0.67,0.43,-9.41
2024-08-14 11:01:51.590,0.71,0.43,-9.45
2024-08-14 11:01:51.597,0.67,0.47,-9.41
2024-08-14 11:01:51.597,0.71,0.47,-9.41
2024-08-14 11:01:51.627,0.63,0.43,-9.41
2024-08-14 11:01:51.658,0.71,0.39,-9.41
2024-08-14 11:01:51.661,0.67,0.43,-9.41
2024-08-14 11:01:51.664,0.63,0.43,-9.45
2024-08-14 11:01:51.668,0.67,0.39,-9.49
2024-08-14 11:01:51.668,0.67,0.43,-9.45
2024-08-14 11:01:51.684,0.67,0.35,-9.49
2024-08-14 11:01:51.693,0.67,0.47,-9.41
2024-08-14 11:01:51.722,0.67,0.43,-9.41
2024-08-14 11:01:51.726,0.67,0.39,-9.41
2024-08-14 11:01:51.736,0.67,0.43,-9.41
2024-08-14 11:01:51.758,0.71,0.47,-9.38
2024-08-14 11:01:51.775,0.71,0.47,-9.41
2024-08-14 11:01:51.775,0.67,0.47,-9.38
2024-08-14 11:01:51.785,0.63,0.43,-9.41
2024-08-14 11:01:51.800,0.67,0.43,-9.45
2024-08-14 11:01:51.821,0.63,0.43,-9.41
2024-08-14 11:01:51.838,0.67,0.43,-9.45
2024-08-14 11:01:51.838,0.67,0.43,-9.49
2024-08-14 11:01:51.856,0.71,0.39,-9.45
2024-08-14 11:01:51.870,0.67,0.39,-9.41
2024-08-14 11:01:51.870,0.63,0.43,-9.41
2024-08-14 11:01:51.891,0.67,0.47,-9.41
2024-08-14 11:01:51.899,0.67,0.43,-9.41
2024-08-14 11:01:51.899,0.63,0.43,-9.38
2024-08-14 11:01:51.928,0.67,0.51,-9.41
2024-08-14 11:01:51.934,0.67,0.43,-9.45
2024-08-14 11:01:51.934,0.67,0.51,-9.41
2024-08-14 11:01:51.965,0.67,0.43,-9.45
2024-08-14 11:01:51.974,0.67,0.43,-9.45
2024-08-14 11:01:51.975,0.67,0.39,-9.45
2024-08-14 11:01:51.978,0.67,0.39,-9.41
2024-08-14 11:01:52.008,0.63,0.43,-9.49
2024-08-14 11:01:52.026,0.63,0.47,-9.38
2024-08-14 11:01:52.026,0.63,0.43,-9.45
2024-08-14 11:01:52.030,0.67,0.43,-9.49
2024-08-14 11:01:52.060,0.67,0.43,-9.45
2024-08-14 11:01:52.063,0.67,0.47,-9.41
2024-08-14 11:01:52.067,0.63,0.43,-9.38
