Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2),Person_ID,Label,Smoothed_Label
3075254,0.2,0.04,-9.49,Person_1,Static,Static
3075266,0.2,0.04,-9.45,Person_1,Static,Static
3075278,0.16,0.0,-9.53,Person_1,Static,Static
3075290,0.2,0.04,-9.53,Person_1,Static,Static
3075302,0.16,0.0,-9.57,Person_1,Static,Static
3075314,0.2,0.0,-9.57,Person_1,Static,Static
3075326,0.2,0.0,-9.57,Person_1,Static,Static
3075338,0.2,0.0,-9.53,Person_1,Static,Static
3075350,0.2,0.04,-9.49,Person_1,Static,Static
3075362,0.2,0.04,-9.53,Person_1,Static,Static
3075374,0.16,0.04,-9.57,Person_1,Static,Static
3075386,0.16,0.0,-9.53,Person_1,Static,Static
3075398,0.2,0.04,-9.53,Person_1,Static,Static
3075410,0.2,0.0,-9.53,Person_1,Static,Static
3075422,0.2,0.04,-9.53,Person_1,Static,Static
3075434,0.2,0.0,-9.53,Person_1,Static,Walking
3075446,0.16,0.0,-9.53,Person_1,Static,Walking
3075458,0.16,0.0,-9.53,Person_1,Static,Walking
3075470,0.16,0.04,-9.53,Person_1,Static,Walking
3075482,0.16,0.04,-9.53,Person_1,Walking,Walking
3075494,0.35,-0.04,-9.89,Person_1,Walking,Walking
3075506,0.43,0.12,-10.63,Person_1,Walking,Walking
3075518,0.35,0.27,-8.71,Person_1,Walking,Walking
3075530,0.31,-0.08,-10.63,Person_1,Walking,Walking
3075542,0.24,0.27,-9.89,Person_1,Walking,Walking
3075554,0.24,0.16,-9.57,Person_1,Static,Walking
3075566,0.2,0.04,-9.53,Person_1,Static,Walking
3075578,0.2,0.0,-9.73,Person_1,Walking,Walking
3075590,0.27,0.0,-9.38,Person_1,Walking,Walking
3075602,0.2,-0.04,-9.34,Person_1,Walking,Walking
3075614,0.27,-0.04,-9.77,Person_1,Walking,Walking
3075626,0.2,0.0,-9.45,Person_1,Static,Walking
3075638,0.16,0.04,-9.61,Person_1,Static,Walking
3075650,0.2,0.0,-9.41,Person_1,Static,Walking
3075662,0.2,0.0,-9.57,Person_1,Static,Walking
3075674,0.24,0.04,-9.53,Person_1,Static,Walking
3075686,0.16,0.0,-9.61,Person_1,Static,Static
3075698,0.16,0.0,-9.38,Person_1,Static,Static
3075710,0.2,-0.04,-9.61,Person_1,Static,Static
3075722,0.2,0.0,-9.53,Person_1,Static,Static
3075734,0.16,0.0,-9.45,Person_1,Static,Static
3075746,0.16,0.0,-9.49,Person_1,Static,Static
3075758,0.16,0.04,-9.53,Person_1,Static,Static
3075770,0.16,0.0,-9.57,Person_1,Static,Static
3075782,0.2,0.04,-9.53,Person_1,Static,Static
3075794,0.16,0.04,-9.57,Person_1,Static,Static
3075806,0.2,0.04,-9.57,Person_1,Static,Static
3075818,0.2,0.0,-9.57,Person_1,Static,Static
3075830,0.2,0.04,-9.49,Person_1,Static,Static
3075842,0.16,-0.04,-9.57,Person_1,Static,Static
3075854,0.2,0.0,-9.53,Person_1,Static,Static
3075866,0.16,0.0,-9.57,Person_1,Static,Static
3075878,0.24,0.0,-9.53,Person_1,Static,Static
3075890,0.16,0.0,-9.53,Person_1,Static,Static
3075902,0.2,0.04,-9.57,Person_1,Static,Static
3075914,0.16,0.04,-9.53,Person_1,Static,Static
3075926,0.2,0.0,-9.49,Person_1,Static,Static
3075938,0.2,0.0,-9.53,Person_1,Static,Static
3075950,0.16,0.0,-9.49,Person_1,Static,Static
3075962,0.16,0.0,-9.45,Person_1,Static,Static
3075974,0.24,0.0,-9.53,Person_1,Static,Static
3075986,0.16,0.0,-9.61,Person_1,Static,Static
3075998,0.16,0.0,-9.57,Person_1,Static,Static
3076010,0.16,0.0,-9.61,Person_1,Static,Static
3076022,0.2,0.04,-9.53,Person_1,Static,Static
3076034,0.2,0.0,-9.53,Person_1,Static,Static
3076046,0.2,0.04,-9.57,Person_1,Static,Static
3076058,0.2,0.0,-9.57,Person_1,Static,Static
3076070,0.24,0.0,-9.49,Person_1,Static,Static
3076082,0.16,0.04,-9.53,Person_1,Static,Static
3076094,0.2,0.04,-9.61,Person_1,Static,Static
3076106,0.16,0.04,-9.57,Person_1,Static,Static
3076118,0.24,0.0,-9.49,Person_1,Static,Static
3076130,0.16,0.04,-9.53,Person_1,Static,Static
3076142,0.2,0.04,-9.53,Person_1,Static,Static
3076154,0.16,0.04,-9.53,Person_1,Static,Static
3076166,0.16,0.04,-9.57,Person_1,Static,Static
3076178,0.16,0.0,-9.57,Person_1,Static,Static
3076190,0.16,0.0,-9.53,Person_1,Static,Static
3076202,0.24,-0.04,-9.57,Person_1,Static,Static
3076214,0.2,0.0,-9.53,Person_1,Static,Static
3076226,0.2,0.0,-9.57,Person_1,Static,Static
3076238,0.2,0.0,-9.53,Person_1,Static,Static
3076250,0.16,0.04,-9.57,Person_1,Static,Static
3076262,0.16,0.04,-9.53,Person_1,Static,Static
3076274,0.2,0.04,-9.53,Person_1,Static,Static
3076286,0.16,0.04,-9.53,Person_1,Static,Static
3076298,0.2,0.04,-9.61,Person_1,Static,Static
3076310,0.2,0.0,-9.53,Person_1,Static,Static
3076322,0.2,0.0,-9.57,Person_1,Static,Static
3076334,0.16,0.0,-9.49,Person_1,Static,Static
3076346,0.2,0.0,-9.53,Person_1,Static,Static
3076358,0.16,0.0,-9.53,Person_1,Static,Static
3076370,0.2,0.0,-9.49,Person_1,Static,Static
3076382,0.2,0.0,-9.53,Person_1,Static,Static
3076394,0.2,0.0,-9.49,Person_1,Static,Static
3076406,0.2,0.04,-9.53,Person_1,Static,Static
3076418,0.2,0.04,-9.53,Person_1,Static,Static
3076430,0.2,0.0,-9.53,Person_1,Static,Static
3076442,0.16,0.04,-9.49,Person_1,Static,Fall_Down
3076454,0.2,0.04,-9.53,Person_1,Static,Fall_Down
3076466,0.2,0.0,-9.53,Person_1,Static,Fall_Down
3076478,0.16,0.0,-9.53,Person_1,Static,Fall_Down
3076490,0.35,0.35,-8.39,Person_1,Fall_Down,Fall_Down
3076502,1.14,-5.84,-26.12,Person_1,Fall_Down,Fall_Down
3076514,-1.06,0.08,-20.4,Person_1,Fall_Down,Fall_Down
3076526,1.02,-1.77,-10.71,Person_1,Fall_Down,Fall_Down
3076538,-0.55,0.39,-7.85,Person_1,Walking,Fall_Down
3076550,0.59,1.18,-7.37,Person_1,Walking,Fall_Down
3076562,0.47,-0.75,-10.9,Person_1,Walking,Fall_Down
3076574,0.08,0.24,-9.34,Person_1,Walking,Fall_Down
3076586,0.2,-0.2,-9.3,Person_1,Walking,Fall_Down
3076598,0.31,-0.16,-9.26,Person_1,Walking,Walking
3076610,0.04,0.0,-8.94,Person_1,Walking,Walking
3076622,0.04,0.08,-8.98,Person_1,Walking,Walking
3076634,0.51,-0.08,-10.32,Person_1,Walking,Walking
3076646,0.27,0.0,-9.02,Person_1,Walking,Walking
3076658,0.16,0.31,-8.67,Person_1,Walking,Walking
3076670,0.27,0.04,-9.73,Person_1,Walking,Walking
3076682,0.24,-0.08,-9.89,Person_1,Walking,Walking
3076694,0.16,-0.04,-10.12,Person_1,Walking,Walking
3076706,0.31,-0.08,-9.57,Person_1,Static,Walking
3076718,0.16,-0.04,-9.22,Person_1,Static,Walking
3076730,0.2,-0.04,-9.65,Person_1,Static,Walking
3076742,0.27,0.0,-9.85,Person_1,Static,Walking
3076754,0.27,0.0,-9.41,Person_1,Walking,Walking
3076766,0.16,0.08,-9.3,Person_1,Walking,Walking
3076778,0.2,0.08,-9.81,Person_1,Walking,Walking
3076790,0.24,0.12,-9.65,Person_1,Walking,Walking
3076802,0.12,0.12,-9.38,Person_1,Static,Walking
3076814,0.16,0.04,-9.41,Person_1,Static,Walking
3076826,0.2,-0.04,-9.61,Person_1,Static,Walking
3076838,0.2,-0.04,-9.49,Person_1,Static,Walking
3076850,0.24,-0.04,-9.45,Person_1,Static,Walking
3076862,0.24,0.0,-9.65,Person_1,Static,Static
3076874,0.24,0.0,-9.61,Person_1,Static,Static
3076886,0.2,0.0,-9.53,Person_1,Static,Static
3076898,0.27,0.0,-9.49,Person_1,Static,Static
3076910,0.16,0.04,-9.61,Person_1,Static,Static
3076922,0.16,0.04,-9.61,Person_1,Static,Static
3076934,0.2,0.0,-9.57,Person_1,Static,Static
3076946,0.2,0.0,-9.49,Person_1,Static,Static
3076958,0.2,-0.04,-9.57,Person_1,Static,Static
3076970,0.2,-0.04,-9.53,Person_1,Static,Static
3076982,0.2,-0.04,-9.53,Person_1,Static,Static
3076994,0.2,0.04,-9.49,Person_1,Static,Static
3077006,0.2,0.04,-9.57,Person_1,Static,Static
3077018,0.16,0.04,-9.49,Person_1,Static,Static
3077030,0.16,0.04,-9.53,Person_1,Static,Static
3077042,0.2,0.04,-9.53,Person_1,Static,Static
3077054,0.16,0.04,-9.53,Person_1,Static,Static
3077066,0.2,0.04,-9.53,Person_1,Static,Static
3077078,0.2,0.04,-9.57,Person_1,Static,Static
3077090,0.16,0.0,-9.53,Person_1,Static,Static
3077102,0.2,-0.04,-9.53,Person_1,Static,Static
3077114,0.2,0.0,-9.53,Person_1,Static,Static
3077126,0.16,0.0,-9.53,Person_1,Static,Static
3077138,0.2,0.0,-9.53,Person_1,Static,Static
3077150,0.2,0.0,-9.57,Person_1,Static,Static
3077162,0.27,-0.04,-9.53,Person_1,Static,Static
3077174,0.2,0.0,-9.53,Person_1,Static,Static
3077186,0.2,0.0,-9.53,Person_1,Static,Static
3077198,0.16,0.04,-9.49,Person_1,Static,Static
3077210,0.2,-0.04,-9.57,Person_1,Static,Static
3077222,0.16,0.0,-9.57,Person_1,Static,Static
3077234,0.2,0.0,-9.61,Person_1,Static,Static
3077246,0.16,0.0,-9.53,Person_1,Static,Static
3077258,0.2,0.0,-9.57,Person_1,Static,Static
3077270,0.2,0.04,-9.53,Person_1,Static,Static
3077282,0.2,0.0,-9.57,Person_1,Static,Static
3077294,0.16,0.0,-9.57,Person_1,Static,Static
3077306,0.2,0.0,-9.53,Person_1,Static,Static
3077318,0.2,0.0,-9.53,Person_1,Static,Static
3077330,0.24,0.0,-9.53,Person_1,Static,Static
3077342,0.2,0.0,-9.53,Person_1,Static,Static
3077354,0.2,0.0,-9.53,Person_1,Static,Static
3077366,0.2,0.0,-9.53,Person_1,Static,Static
3077378,0.16,0.0,-9.53,Person_1,Static,Static
3077390,0.16,0.0,-9.53,Person_1,Static,Static
3077402,0.2,0.04,-9.57,Person_1,Static,Static
3077414,0.16,0.0,-9.53,Person_1,Static,Static
3077426,0.2,0.0,-9.53,Person_1,Static,Static
3077438,0.2,0.0,-9.57,Person_1,Static,Static
3077450,0.2,0.0,-9.53,Person_1,Static,Static
3077462,0.2,0.0,-9.61,Person_1,Static,Static
3077474,0.16,0.0,-9.53,Person_1,Static,Static
3077486,0.2,0.0,-9.57,Person_1,Static,Static
3077498,0.2,0.0,-9.49,Person_1,Static,Static
3077510,0.2,0.04,-9.57,Person_1,Static,Static
3077522,0.16,0.0,-9.49,Person_1,Static,Static
3077534,0.16,0.04,-9.45,Person_1,Static,Static
3077546,0.16,0.0,-9.53,Person_1,Static,Static
3077558,0.2,0.0,-9.53,Person_1,Static,Static
3077570,0.2,0.0,-9.53,Person_1,Static,Static
3077582,0.2,0.04,-9.57,Person_1,Static,Static
3077594,0.2,0.0,-9.57,Person_1,Static,Static
3077606,0.2,0.04,-9.49,Person_1,Static,Static
3077618,0.2,0.0,-9.57,Person_1,Static,Static
3077630,0.2,0.0,-9.49,Person_1,Static,Static
3077642,0.2,0.04,-9.61,Person_1,Static,Static
3077654,0.2,0.0,-9.53,Person_1,Static,Static
3077666,0.16,0.04,-9.53,Person_1,Static,Static
3077678,0.2,0.04,-9.53,Person_1,Static,Static
3077690,0.24,0.0,-9.53,Person_1,Static,Static
3077702,0.24,0.04,-9.57,Person_1,Static,Static
3077714,0.2,-0.04,-9.49,Person_1,Static,Static
3077726,0.16,0.0,-9.65,Person_1,Static,Static
3077738,0.2,0.0,-9.49,Person_1,Static,Static
3077750,0.24,0.0,-9.53,Person_1,Static,Static
3077762,0.2,0.0,-9.53,Person_1,Static,Static
3077774,0.2,0.04,-9.53,Person_1,Static,Static
3077786,0.2,0.04,-9.49,Person_1,Static,Static
3077798,0.2,0.0,-9.53,Person_1,Static,Static
3077810,0.2,0.04,-9.57,Person_1,Static,Static
3077822,0.24,0.0,-9.57,Person_1,Static,Static
3077834,0.2,0.0,-9.57,Person_1,Static,Static
3077846,0.2,0.0,-9.49,Person_1,Static,Static
3077858,0.16,0.0,-9.57,Person_1,Static,Static
3077870,0.16,0.0,-9.53,Person_1,Static,Static
3077882,0.2,-0.04,-9.53,Person_1,Static,Static
3077894,0.16,0.0,-9.53,Person_1,Static,Static
3077906,0.16,0.0,-9.61,Person_1,Static,Static
3077918,0.16,0.0,-9.53,Person_1,Static,Static
3077930,0.24,0.0,-9.53,Person_1,Static,Static
3077942,0.16,0.0,-9.49,Person_1,Static,Static
3077954,0.2,0.0,-9.49,Person_1,Static,Static
3077966,0.16,0.0,-9.53,Person_1,Static,Static
3077978,0.2,0.0,-9.53,Person_1,Static,Static
3077990,0.2,0.04,-9.57,Person_1,Static,Static
3078002,0.2,0.0,-9.45,Person_1,Static,Static
3078014,0.2,0.0,-9.49,Person_1,Static,Static
3078026,0.24,0.0,-9.53,Person_1,Static,Static
3078038,0.2,0.04,-9.49,Person_1,Static,Static
3078050,0.2,0.04,-9.53,Person_1,Static,Static
3078062,0.2,0.04,-9.49,Person_1,Static,Static
3078074,0.2,0.04,-9.57,Person_1,Static,Static
3078086,0.16,0.0,-9.57,Person_1,Static,Static
3078098,0.16,0.0,-9.49,Person_1,Static,Static
3078110,0.24,0.0,-9.57,Person_1,Static,Static
3078122,0.24,0.04,-9.49,Person_1,Static,Static
3078134,0.16,0.0,-9.61,Person_1,Static,Static
3078146,0.16,0.0,-9.53,Person_1,Static,Static
3078158,0.16,0.04,-9.53,Person_1,Static,Static
3078170,0.2,0.04,-9.53,Person_1,Static,Static
3078182,0.16,0.04,-9.53,Person_1,Static,Static
3078194,0.2,0.0,-9.53,Person_1,Static,Static
3078206,0.2,0.0,-9.57,Person_1,Static,Static
3078218,0.16,0.0,-9.49,Person_1,Static,Static
3078230,0.16,0.04,-9.57,Person_1,Static,Static
3078242,0.16,0.0,-9.53,Person_1,Static,Static
3078254,0.2,0.0,-9.57,Person_1,Static,Static
3078266,0.16,0.0,-9.49,Person_1,Static,Static
3078278,0.2,0.0,-9.57,Person_1,Static,Static
3078290,0.24,0.0,-9.57,Person_1,Static,Static
3078302,0.24,0.0,-9.53,Person_1,Static,Static
3078314,0.24,0.0,-9.53,Person_1,Static,Static
3078326,0.2,0.04,-9.53,Person_1,Static,Static
3078338,0.2,0.04,-9.53,Person_1,Static,Static
3078350,0.2,0.0,-9.53,Person_1,Static,Static
3078362,0.2,0.04,-9.57,Person_1,Static,Static
3078374,0.16,0.0,-9.53,Person_1,Static,Static
3078386,0.2,0.0,-9.53,Person_1,Static,Static
3078398,0.2,0.0,-9.49,Person_1,Static,Static
3078410,0.2,0.04,-9.53,Person_1,Static,Static
3078422,0.16,0.04,-9.57,Person_1,Static,Static
3078434,0.16,0.04,-9.49,Person_1,Static,Static
3078446,0.2,0.0,-9.57,Person_1,Static,Static
3078458,0.16,0.0,-9.57,Person_1,Static,Static
3078470,0.16,0.04,-9.57,Person_1,Static,Static
3078482,0.2,0.0,-9.57,Person_1,Static,Static
3078494,0.24,0.0,-9.57,Person_1,Static,Static
3078506,0.24,0.0,-9.53,Person_1,Static,Static
3078518,0.2,0.04,-9.57,Person_1,Static,Static
3078530,0.2,0.04,-9.53,Person_1,Static,Static
3078542,0.2,0.0,-9.57,Person_1,Static,Static
3078554,0.2,0.0,-9.57,Person_1,Static,Static
3078566,0.2,0.0,-9.61,Person_1,Static,Static
3078578,0.2,0.04,-9.57,Person_1,Static,Static
3078590,0.2,0.04,-9.53,Person_1,Static,Static
3078602,0.16,0.04,-9.53,Person_1,Static,Static
3078614,0.24,0.04,-9.53,Person_1,Static,Static
3078626,0.16,0.0,-9.49,Person_1,Static,Static
3078638,0.16,0.0,-9.57,Person_1,Static,Static
3078650,0.2,0.0,-9.53,Person_1,Static,Static
3078662,0.2,0.04,-9.53,Person_1,Static,Static
3078674,0.2,0.0,-9.53,Person_1,Static,Static
3078686,0.2,0.0,-9.53,Person_1,Static,Static
3078698,0.16,0.04,-9.53,Person_1,Static,Static
3078710,0.16,0.0,-9.57,Person_1,Static,Static
3078722,0.2,0.04,-9.53,Person_1,Static,Static
3078734,0.24,0.0,-9.53,Person_1,Static,Static
3078746,0.2,0.0,-9.53,Person_1,Static,Walking
3078758,0.2,-0.04,-9.53,Person_1,Static,Walking
3078770,0.24,0.0,-9.57,Person_1,Static,Walking
3078782,0.2,0.0,-9.53,Person_1,Static,Walking
3078794,0.16,0.0,-9.53,Person_1,Walking,Walking
3078806,0.04,0.24,-7.69,Person_1,Walking,Walking
3078818,0.24,-0.24,-10.51,Person_1,Walking,Walking
3078830,0.16,0.24,-8.32,Person_1,Walking,Walking
3078842,0.08,-0.27,-9.85,Person_1,Walking,Walking
3078854,0.24,0.24,-9.34,Person_1,Walking,Walking
3078866,0.2,-0.08,-10.04,Person_1,Walking,Walking
3078878,0.2,0.2,-8.98,Person_1,Walking,Walking
3078890,0.16,-0.16,-9.81,Person_1,Walking,Walking
3078902,0.2,0.08,-9.1,Person_1,Walking,Walking
3078914,0.27,0.0,-9.77,Person_1,Static,Walking
3078926,0.12,0.0,-9.61,Person_1,Static,Walking
3078938,0.24,0.0,-9.61,Person_1,Static,Walking
3078950,0.16,0.0,-9.57,Person_1,Static,Walking
3078962,0.16,0.04,-9.61,Person_1,Static,Walking
3078974,0.24,0.0,-9.45,Person_1,Static,Static
3078986,0.2,0.04,-9.53,Person_1,Static,Static
3078998,0.2,-0.08,-9.65,Person_1,Static,Static
3079010,0.2,0.04,-9.49,Person_1,Static,Static
3079022,0.2,0.0,-9.53,Person_1,Static,Static
3079034,0.2,0.0,-9.53,Person_1,Static,Static
3079046,0.2,0.0,-9.53,Person_1,Static,Static
3079058,0.16,0.04,-9.53,Person_1,Static,Static
3079070,0.2,0.0,-9.57,Person_1,Static,Static
3079082,0.2,0.0,-9.57,Person_1,Static,Static
3079094,0.12,0.04,-9.53,Person_1,Static,Static
3079106,0.2,0.0,-9.61,Person_1,Static,Static
3079118,0.16,0.04,-9.53,Person_1,Static,Static
3079130,0.2,0.0,-9.57,Person_1,Static,Static
3079142,0.24,0.0,-9.49,Person_1,Static,Static
3079154,0.24,0.0,-9.57,Person_1,Static,Static
3079166,0.16,0.04,-9.53,Person_1,Static,Static
3079178,0.2,0.0,-9.53,Person_1,Static,Static
3079190,0.16,0.04,-9.53,Person_1,Static,Static
3079202,0.2,0.04,-9.53,Person_1,Static,Static
3079214,0.2,0.04,-9.57,Person_1,Static,Static
3079226,0.2,0.0,-9.57,Person_1,Static,Static
3079238,0.16,0.0,-9.53,Person_1,Static,Static
3079250,0.16,0.0,-9.53,Person_1,Static,Static
3079262,0.2,0.0,-9.57,Person_1,Static,Static
3079274,0.2,0.0,-9.53,Person_1,Static,Static
3079286,0.2,0.04,-9.57,Person_1,Static,Static
3079298,0.16,0.0,-9.53,Person_1,Static,Static
3079310,0.16,0.04,-9.57,Person_1,Static,Static
3079322,0.2,0.04,-9.61,Person_1,Static,Static
3079334,0.2,0.0,-9.53,Person_1,Static,Static
3079346,0.24,0.04,-9.53,Person_1,Static,Static
3079358,0.16,0.0,-9.61,Person_1,Static,Static
3079370,0.16,0.04,-9.53,Person_1,Static,Static
3079382,0.16,0.0,-9.53,Person_1,Static,Static
3079394,0.2,0.04,-9.53,Person_1,Static,Static
3079406,0.2,0.0,-9.53,Person_1,Static,Static
3079418,0.2,0.0,-9.53,Person_1,Static,Static
3079430,0.16,0.0,-9.53,Person_1,Static,Static
3079442,0.24,0.0,-9.57,Person_1,Static,Static
3079454,0.2,0.04,-9.53,Person_1,Static,Static
3079466,0.2,0.04,-9.53,Person_1,Static,Static
3079478,0.2,0.04,-9.53,Person_1,Static,Static
3079490,0.2,0.0,-9.53,Person_1,Static,Static
3079502,0.2,0.0,-9.61,Person_1,Static,Static
3079514,0.2,0.0,-9.53,Person_1,Static,Static
3079526,0.2,0.0,-9.49,Person_1,Static,Static
3079538,0.2,0.04,-9.53,Person_1,Static,Static
3079550,0.16,0.0,-9.57,Person_1,Static,Static
3079562,0.16,0.0,-9.53,Person_1,Static,Static
3079574,0.16,0.04,-9.57,Person_1,Static,Static
3079586,0.24,0.0,-9.53,Person_1,Static,Static
3079598,0.24,0.0,-9.57,Person_1,Static,Static
3079610,0.2,0.0,-9.53,Person_1,Static,Static
3079622,0.16,0.0,-9.53,Person_1,Static,Static
3079634,0.16,0.0,-9.53,Person_1,Static,Walking
3079646,0.16,0.0,-9.53,Person_1,Static,Walking
3079658,0.16,0.04,-9.57,Person_1,Static,Walking
3079670,0.2,0.0,-9.61,Person_1,Static,Walking
3079682,0.16,0.04,-9.49,Person_1,Walking,Walking
3079694,0.12,0.08,-8.55,Person_1,Walking,Walking
3079706,0.24,0.0,-9.14,Person_1,Walking,Walking
3079718,0.2,0.08,-9.26,Person_1,Walking,Walking
3079730,0.16,0.0,-9.57,Person_1,Static,Walking
3079742,0.2,0.04,-9.34,Person_1,Static,Walking
3079754,0.16,-0.04,-9.53,Person_1,Static,Walking
3079766,0.16,0.04,-9.57,Person_1,Static,Walking
3079778,0.2,0.0,-9.41,Person_1,Static,Walking
3079790,0.24,0.04,-9.49,Person_1,Static,Static
3079802,0.2,0.0,-9.53,Person_1,Static,Static
3079814,0.16,0.0,-9.49,Person_1,Static,Static
3079826,0.24,0.0,-9.61,Person_1,Static,Static
3079838,0.16,0.04,-9.53,Person_1,Static,Static
3079850,0.24,0.04,-9.45,Person_1,Static,Static
3079862,0.16,0.04,-9.57,Person_1,Static,Static
3079874,0.2,0.04,-9.57,Person_1,Static,Static
3079886,0.16,0.0,-9.53,Person_1,Static,Static
3079898,0.16,0.0,-9.57,Person_1,Static,Static
3079910,0.16,0.0,-9.61,Person_1,Static,Static
3079922,0.16,0.04,-9.53,Person_1,Static,Static
3079934,0.2,0.0,-9.53,Person_1,Static,Static
3079946,0.2,0.0,-9.49,Person_1,Static,Static
3079958,0.24,0.04,-9.57,Person_1,Static,Static
3079970,0.24,0.04,-9.57,Person_1,Static,Static
3079982,0.2,0.0,-9.49,Person_1,Static,Static
3079994,0.24,0.0,-9.57,Person_1,Static,Static
3080006,0.2,0.0,-9.57,Person_1,Static,Static
3080018,0.2,0.0,-9.53,Person_1,Static,Static
3080030,0.24,0.0,-9.53,Person_1,Static,Static
3080042,0.16,0.0,-9.57,Person_1,Static,Static
3080054,0.2,0.0,-9.53,Person_1,Static,Static
3080066,0.16,0.0,-9.53,Person_1,Static,Static
3080078,0.16,0.0,-9.57,Person_1,Static,Static
3080090,0.16,0.0,-9.53,Person_1,Static,Static
3080102,0.2,0.0,-9.57,Person_1,Static,Static
3080114,0.2,0.0,-9.57,Person_1,Static,Static
3080126,0.16,0.0,-9.49,Person_1,Static,Static
3080138,0.2,0.04,-9.49,Person_1,Static,Static
3080150,0.2,0.04,-9.49,Person_1,Static,Static
3080162,0.16,0.0,-9.49,Person_1,Static,Static
3080174,0.16,0.0,-9.57,Person_1,Static,Static
3080186,0.16,0.04,-9.53,Person_1,Static,Static
3080198,0.2,0.0,-9.53,Person_1,Static,Static
3080210,0.2,0.04,-9.57,Person_1,Static,Static
3080222,0.2,0.0,-9.53,Person_1,Static,Static
3080234,0.2,0.0,-9.57,Person_1,Static,Static
3080246,0.2,0.0,-9.57,Person_1,Static,Static
3080258,0.16,0.0,-9.53,Person_1,Static,Static
3080270,0.24,0.0,-9.53,Person_1,Static,Static
3080282,0.16,0.0,-9.53,Person_1,Static,Static
3080294,0.16,0.0,-9.53,Person_1,Static,Static
3080306,0.16,0.04,-9.57,Person_1,Static,Static
3080318,0.2,0.0,-9.49,Person_1,Static,Static
3080330,0.16,0.0,-9.57,Person_1,Static,Static
3080342,0.2,0.04,-9.57,Person_1,Static,Static
3080354,0.2,-0.04,-9.57,Person_1,Static,Static
3080366,0.2,0.0,-9.49,Person_1,Static,Static
3080378,0.16,0.0,-9.53,Person_1,Static,Static
3080390,0.2,0.0,-9.57,Person_1,Static,Static
3080402,0.2,0.0,-9.53,Person_1,Static,Static
3080414,0.2,0.0,-9.53,Person_1,Static,Static
3080426,0.2,0.0,-9.57,Person_1,Static,Static
3080438,0.2,0.0,-9.53,Person_1,Static,Static
3080450,0.2,0.04,-9.57,Person_1,Static,Static
3080462,0.24,0.0,-9.53,Person_1,Static,Static
3080474,0.16,0.0,-9.57,Person_1,Static,Static
3080486,0.2,0.0,-9.53,Person_1,Static,Static
3080498,0.16,0.04,-9.57,Person_1,Static,Static
3080510,0.2,0.0,-9.57,Person_1,Static,Static
3080522,0.2,0.04,-9.57,Person_1,Static,Walking
3080534,0.27,0.0,-9.57,Person_1,Static,Walking
3080546,0.16,0.0,-9.57,Person_1,Static,Walking
3080558,0.2,0.0,-9.57,Person_1,Static,Walking
3080570,0.16,0.04,-9.53,Person_1,Walking,Walking
3080582,0.2,-0.12,-9.92,Person_1,Walking,Walking
3080594,0.2,-0.08,-10.04,Person_1,Static,Walking
3080606,0.2,0.08,-9.49,Person_1,Static,Walking
3080618,0.24,-0.04,-9.69,Person_1,Static,Walking
3080630,0.24,0.12,-9.57,Person_1,Static,Walking
3080642,0.24,0.04,-9.61,Person_1,Static,Walking
3080654,0.16,0.04,-9.38,Person_1,Static,Static
3080666,0.16,-0.04,-9.69,Person_1,Static,Static
3080678,0.2,0.0,-9.45,Person_1,Static,Static
3080690,0.24,-0.04,-9.61,Person_1,Static,Static
3080702,0.2,0.0,-9.49,Person_1,Static,Static
3080714,0.16,0.04,-9.49,Person_1,Static,Static
3080726,0.16,0.04,-9.57,Person_1,Static,Static
3080738,0.2,0.04,-9.53,Person_1,Static,Static
3080750,0.24,0.04,-9.57,Person_1,Static,Static
3080762,0.2,0.04,-9.53,Person_1,Static,Static
3080774,0.16,0.04,-9.53,Person_1,Static,Static
3080786,0.2,0.0,-9.53,Person_1,Static,Static
3080798,0.2,-0.04,-9.57,Person_1,Static,Static
3080810,0.2,0.0,-9.53,Person_1,Static,Static
3080822,0.16,0.04,-9.57,Person_1,Static,Static
3080834,0.16,0.0,-9.53,Person_1,Static,Static
3080846,0.2,0.0,-9.53,Person_1,Static,Static
3080858,0.16,0.04,-9.49,Person_1,Static,Static
3080870,0.2,0.0,-9.61,Person_1,Static,Static
3080882,0.16,0.04,-9.49,Person_1,Static,Static
3080894,0.16,0.0,-9.57,Person_1,Static,Static
3080906,0.2,0.0,-9.53,Person_1,Static,Static
3080918,0.24,0.0,-9.53,Person_1,Static,Static
3080930,0.24,0.0,-9.53,Person_1,Static,Static
3080942,0.2,0.04,-9.53,Person_1,Static,Static
3080954,0.24,0.04,-9.57,Person_1,Static,Static
3080966,0.16,0.04,-9.57,Person_1,Static,Static
3080978,0.2,0.04,-9.53,Person_1,Static,Static
3080990,0.16,0.04,-9.57,Person_1,Static,Static
3081002,0.24,0.0,-9.57,Person_1,Static,Static
3081014,0.2,0.0,-9.61,Person_1,Static,Static
3081026,0.2,0.04,-9.57,Person_1,Static,Static
3081038,0.16,0.0,-9.53,Person_1,Static,Static
3081050,0.16,0.0,-9.53,Person_1,Static,Static
3081062,0.2,0.0,-9.53,Person_1,Static,Static
3081074,0.2,0.0,-9.53,Person_1,Static,Static
3081086,0.2,0.0,-9.57,Person_1,Static,Static
3081098,0.2,0.0,-9.53,Person_1,Static,Static
3081110,0.16,0.04,-9.49,Person_1,Static,Static
