Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
2750702,0.20,0.04,-9.53
2750714,0.20,0.00,-9.53
2750726,0.20,0.00,-9.57
2750738,0.20,0.00,-9.61
2750750,0.20,0.00,-9.61
2750762,0.24,0.04,-9.57
2750774,0.16,0.00,-9.57
2750786,0.16,0.04,-9.57
2750798,0.24,0.00,-9.53
2750810,0.24,0.00,-9.53
2750822,0.24,-0.04,-9.49
2750834,0.20,0.04,-9.53
2750846,0.20,0.00,-9.53
2750858,0.16,0.00,-9.49
2750870,0.20,0.00,-9.49
2750882,0.16,0.08,-9.53
2750894,0.20,0.00,-9.53
2750906,0.16,0.04,-9.57
2750918,0.24,0.00,-9.53
2750930,0.20,0.04,-9.53
2750942,0.16,0.00,-9.61
2750954,0.20,0.00,-9.57
2750966,0.20,0.04,-9.65
2750978,0.20,0.00,-9.57
2750990,0.20,0.00,-9.57
2751002,0.24,0.00,-9.53
2751014,0.20,0.00,-9.57
2751026,0.20,0.00,-9.57
2751038,0.20,0.04,-9.61
2751050,0.20,0.00,-9.53
2751062,0.16,0.00,-9.57
2751074,0.16,0.00,-9.57
2751086,0.16,0.00,-9.57
2751098,0.16,0.00,-9.53
2751110,0.16,0.04,-9.53
2751122,0.20,0.04,-9.53
2751134,0.16,-0.04,-9.57
2751146,0.20,0.00,-9.49
2751158,0.20,0.04,-9.53
2751170,0.16,0.04,-9.53
2751182,0.20,0.04,-9.57
2751194,0.16,0.00,-9.53
2751206,0.16,0.04,-9.57
2751218,0.20,0.04,-9.53
2751230,0.20,0.04,-9.57
2751242,0.20,0.00,-9.53
2751254,0.20,0.04,-9.57
2751266,0.20,0.04,-9.53
2751278,0.20,0.00,-9.53
2751290,0.24,0.00,-9.53
2751302,0.24,0.04,-9.53
2751314,0.20,0.00,-9.53
2751326,0.20,0.00,-9.53
2751338,0.16,0.00,-9.53
2751350,0.24,0.00,-9.57
2751362,0.20,0.04,-9.53
2751374,0.20,0.00,-9.57
2751386,0.16,0.00,-9.57
2751398,0.20,0.00,-9.53
2751410,0.16,0.00,-9.57
2751422,0.16,0.04,-9.57
2751434,0.20,0.04,-9.57
2751446,0.20,0.00,-9.57
2751458,0.20,0.00,-9.57
2751470,0.24,0.04,-9.53
2751482,0.20,0.04,-9.61
2751494,0.20,0.04,-9.57
2751506,0.16,0.00,-9.57
2751518,0.16,0.04,-9.57
2751530,0.20,0.04,-9.57
2751542,0.16,0.00,-9.53
2751554,0.16,0.00,-9.49
2751566,0.16,0.00,-9.57
2751578,0.16,0.04,-9.53
2751590,0.16,0.04,-9.57
2751602,0.16,0.04,-9.61
2751614,0.20,0.00,-9.53
2751626,0.24,0.00,-9.61
2751638,0.20,0.00,-9.57
2751650,0.16,0.00,-9.57
2751662,0.16,0.00,-9.57
2751674,0.16,0.00,-9.57
2751686,0.16,0.00,-9.57
2751698,0.16,0.00,-9.61
2751710,0.20,0.00,-9.53
2751722,0.24,0.00,-9.57
2751734,0.16,0.04,-9.57
2751746,0.20,0.00,-9.53
2751758,0.20,0.00,-9.57
2751770,0.20,0.04,-9.57
2751782,0.20,0.00,-9.57
2751794,0.20,0.04,-9.57
2751806,0.20,0.04,-9.53
2751818,0.20,0.00,-9.57
2751830,0.20,0.04,-9.57
2751842,0.20,0.00,-9.57
2751854,0.20,0.00,-9.57
2751866,0.20,0.00,-9.53
2751878,0.12,0.04,-9.57
2751890,0.20,0.04,-9.53
2751902,0.20,0.04,-9.57
2751914,0.20,0.04,-9.57
2751926,0.20,0.04,-9.49
2751938,0.20,0.00,-9.53
2751950,0.20,0.00,-9.53
2751962,0.20,0.00,-9.61
2751974,0.20,0.04,-9.53
2751986,0.20,0.04,-9.53
2751998,0.24,0.00,-9.57
2752010,0.20,0.00,-9.49
2752022,0.24,0.00,-9.53
2752034,0.20,0.00,-9.53
2752046,0.20,0.04,-9.49
2752058,0.20,0.04,-9.53
2752070,0.20,0.04,-9.53
2752082,0.20,0.04,-9.61
2752094,0.20,0.00,-9.53
2752106,0.20,0.04,-9.53
2752118,0.16,0.04,-9.57
2752130,0.20,0.00,-9.49
2752142,0.20,0.00,-9.57
2752154,0.20,0.04,-9.53
2752166,0.16,0.04,-9.57
2752178,0.20,0.00,-9.57
2752190,0.20,0.00,-9.53
2752202,0.20,0.00,-9.49
2752214,0.20,0.04,-9.49
2752226,0.20,0.00,-9.49
2752238,0.20,0.00,-9.61
2752250,0.20,0.00,-9.53
2752262,0.16,0.00,-9.57
2752274,0.16,0.04,-9.53
2752286,0.12,0.04,-9.57
2752298,0.20,0.00,-9.61
2752310,0.16,0.04,-9.53
2752322,0.20,0.00,-9.53
2752334,0.16,0.00,-9.49
2752346,0.20,0.04,-9.53
2752358,0.20,0.04,-9.49
2752370,0.20,0.04,-9.57
2752382,0.16,0.04,-9.57
2752394,0.16,0.04,-9.57
2752406,0.20,0.04,-9.57
2752418,0.24,0.00,-9.53
2752430,0.16,0.00,-9.57
2752442,0.20,0.00,-9.49
2752454,0.20,0.00,-9.53
2752466,0.20,0.00,-9.53
2752478,0.20,0.00,-9.53
2752490,0.20,0.00,-9.57
2752502,0.20,0.00,-9.53
2752514,0.16,0.00,-9.49
2752526,0.20,0.04,-9.53
2752538,0.20,0.04,-9.57
2752550,0.20,0.04,-9.53
2752562,0.20,0.04,-9.57
2752574,0.16,0.04,-9.53
2752586,0.24,0.00,-9.53
2752598,0.20,0.04,-9.53
2752610,0.20,0.00,-9.57
2752622,0.20,0.00,-9.57
