mean_z,std_z,min_z,max_z,rms_z,skew_z,kurtosis_z,fft_max_z,psd_z,dominant_freq_z,label
-9.533232323232323,0.023682779536793087,-9.59,-9.49,9.53326144283129,,,,,0.0,0
-9.540599999999998,0.02351960282767832,-9.59,-9.489999999999998,9.540628700457848,0.25952268382586696,-0.5539316995506911,954.06,1.2188732498865287e-05,5.0,0
-9.520199999999999,0.08483769411903141,-9.61,-8.925,9.520574221127632,4.717251195164985,26.33149172260562,952.02,0.0001915730358866512,2.0,0
-9.546899999999999,0.04255584566190654,-9.75,-9.435,9.546993898604942,-1.7287795613927694,6.597470455304945,954.69,6.491138619834689e-05,28.0,0
-9.5594,0.09469589817575601,-10.12,-9.489999999999998,9.559864329581252,-4.100319973919402,18.211682784196537,955.94,0.00034981350944337494,2.0,0
-9.5319,0.0437380864009872,-9.81,-9.415,9.531999344313867,-2.0621894848864186,15.925420816764564,953.19,5.837897551239342e-05,16.0,0
-9.537799999999999,0.04435463147556692,-9.71,-9.28,9.537902101615426,1.8638569302847106,13.322340072081914,953.78,2.518881932888586e-05,1.0,0
-9.5353,0.03558188734554036,-9.63,-9.415,9.535365724501604,1.0298693445933342,2.8195023605254095,953.53,1.5482014252684036e-05,4.0,0
-9.5452,0.0435885259668139,-9.83,-9.49,9.545298528595112,-3.498968555222584,18.368117469874203,954.52,3.396868731260988e-05,4.0,0
-9.557,0.11722593225016047,-10.475,-9.355,9.557711729279138,-5.572088909386951,38.67763436462834,955.6999999999999,1.7177978176458048e-05,0.0,0
-9.501699999999998,0.1867102492412166,-9.63,-8.274999999999999,9.503515928328842,4.697181879243897,23.3736238193396,950.1700000000001,0.0010622561643513582,2.0,0
-9.565199999999999,0.11123939059614636,-10.455,-9.489999999999998,9.56584034468483,-6.089631945917114,42.43151480103367,956.52,0.0005989350769670933,2.0,0
-9.575,0.12737243569052667,-10.475,-9.489999999999998,9.575838683896048,-5.286044287879683,30.057280289034573,957.5,0.00030687058499389387,2.0,0
-9.5563,0.08409836712764023,-10.2,-9.215,9.55666633821648,-4.183872651473444,35.70377234761173,955.6299999999999,1.7290530667115098e-05,1.0,0
-9.5388,0.025157283018817818,-9.59,-9.47,9.538832842649043,0.1697739538462303,-0.30650921652985685,953.8800000000001,1.4155468931176126e-05,16.0,0
-9.5486,0.07821583709017753,-10.0,-9.28,9.548917137560677,-2.3705256409638733,13.693085944459327,954.86,2.0485521256206294e-05,25.0,0
-9.5026,0.14886350605283843,-9.61,-8.71,9.503754284491999,4.215782063776962,17.616493890198193,950.26,0.0009478288300494699,2.0,0
-9.524899999999997,0.06361571815172425,-9.61,-9.18,9.525110314321823,3.1872295861315747,12.149939930718828,952.49,8.222225347476884e-05,3.0,0
-9.5526,0.10245343854994364,-10.2,-9.260000000000002,9.553143906589076,-3.318198910251322,18.21483783273009,955.26,3.9546904137367606e-05,1.0,0
-9.553,0.04261052177170061,-9.825,-9.489999999999998,9.553094079930334,-3.229699270099427,16.30506958938815,955.3,6.94730758757452e-05,6.0,0
-10.064616895631307,3.114497166919319,-23.173156354198905,-5.907732808343505,10.530888135981133,-3.203940323075627,10.244779750609919,1006.4616895631309,0.2788438732060636,7.0,1
-9.547199999999998,0.024291163126960683,-9.59,-9.49,9.547230593213932,0.20618639129016678,-0.23172183890831688,954.72,1.2752896530268531e-05,12.0,0
-9.542399999999999,0.02234350740667942,-9.59,-9.489999999999998,9.54242589701382,0.12853935396632385,-0.23569949908419252,954.24,1.007409682698854e-05,11.0,0
-9.574200000000001,0.1593432227183278,-10.745,-9.47,9.575512623353385,-5.550399994770381,33.92995026340522,957.4200000000001,6.434732765793071e-05,1.0,0
-9.5613,0.11046417217058842,-10.260000000000002,-9.36,9.561931708603653,-5.113588365998318,29.91424921184756,956.13,0.00036430932403313333,2.0,0
-10.310554988720687,2.8342114745722324,-23.26,-7.609999999999998,10.689245591303626,-3.4877996266762636,11.697143140610745,1031.0554988720687,0.3871063700403582,2.0,1
-9.536599999999998,0.02165943935403997,-9.59,-9.47,9.53662435036633,0.25211172909007457,0.79470251010973,953.66,1.0004657688348677e-05,14.0,0
