Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
1979018,0.20,0.00,-9.38
1979030,0.24,0.00,-9.69
1979042,0.16,0.04,-9.41
1979054,0.20,0.00,-9.57
1979066,0.20,0.00,-9.61
1979078,0.24,0.04,-9.49
1979090,0.20,-0.04,-9.57
1979102,0.16,0.04,-9.49
1979114,0.24,0.00,-9.61
1979126,0.27,0.04,-9.49
1979138,0.20,0.00,-9.61
1979150,0.20,0.00,-9.57
1979162,0.20,0.04,-9.61
1979174,0.20,0.00,-9.53
1979186,0.20,0.04,-9.53
1979198,0.20,0.00,-9.53
1979210,0.16,0.00,-9.53
1979222,0.20,0.00,-9.57
1979234,0.20,0.00,-9.57
1979246,0.20,0.00,-9.53
1979258,0.20,-0.04,-9.57
1979270,0.16,0.00,-9.53
1979282,0.20,0.00,-9.53
1979294,0.16,0.04,-9.57
1979306,0.20,0.00,-9.53
1979318,0.20,0.04,-9.49
1979330,0.20,0.00,-9.53
1979342,0.20,0.00,-9.57
1979354,0.20,0.00,-9.53
1979366,0.20,0.00,-9.49
1979378,0.20,0.00,-9.49
1979390,0.20,0.00,-9.57
1979402,0.16,0.00,-9.57
1979414,0.24,0.00,-9.45
1979426,0.16,0.04,-9.49
1979438,0.20,0.04,-9.57
1979450,0.20,0.00,-9.57
1979462,0.24,0.00,-9.57
1979474,0.16,0.00,-9.53
1979486,0.16,0.00,-9.57
1979498,0.20,0.00,-9.57
1979510,0.20,0.00,-9.53
1979522,0.20,0.00,-9.53
1979534,0.16,0.00,-9.53
1979546,0.20,0.00,-9.57
1979558,0.20,0.00,-9.49
1979570,0.27,-0.27,-9.92
1979582,0.27,0.00,-10.67
1979594,0.20,-0.12,-8.90
1979606,0.20,-0.04,-10.47
1979618,0.24,0.20,-10.08
1979630,0.16,0.20,-9.06
1979642,0.20,-0.35,-9.85
1979654,0.16,0.20,-9.41
1979666,0.27,-0.24,-9.73
1979678,0.08,0.16,-9.45
1979690,0.20,0.00,-9.65
1979702,0.20,0.00,-9.41
1979714,0.20,0.04,-9.73
1979726,0.27,0.00,-9.41
1979738,0.20,0.00,-9.41
1979750,0.16,0.00,-9.57
