Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
918794,0.20,0.00,-9.53
918806,0.20,0.00,-9.53
918818,0.24,-0.04,-9.49
918830,0.16,0.00,-9.57
918842,0.20,0.00,-9.57
918854,0.20,0.00,-9.57
918866,0.20,-0.04,-9.53
918878,0.24,0.00,-9.53
918890,0.20,0.00,-9.53
918902,0.20,0.00,-9.57
918914,0.20,0.00,-9.57
918926,0.24,0.00,-9.49
918938,0.20,0.00,-9.53
918950,0.20,0.00,-9.57
918962,0.16,0.04,-9.53
918974,0.20,0.00,-9.53
918986,0.20,0.00,-9.53
918998,0.20,0.00,-9.57
919010,0.16,0.00,-9.53
919022,0.20,0.00,-9.53
919034,0.16,0.00,-9.53
919046,0.16,-0.04,-9.53
919058,0.20,0.00,-9.49
919070,0.20,-0.04,-9.49
919082,0.20,-0.04,-9.49
919094,0.20,-0.04,-9.49
919106,0.24,0.00,-9.49
919118,0.20,0.00,-9.57
919130,0.20,-0.04,-9.53
919142,0.16,0.04,-9.53
919154,0.16,-0.04,-9.49
919166,0.24,-0.08,-9.73
919178,0.16,-0.04,-9.53
919190,0.16,0.08,-9.57
919202,0.16,-0.04,-9.38
919214,0.20,0.04,-9.61
919226,0.20,-0.04,-9.49
919238,0.20,-0.08,-9.45
919250,0.24,0.00,-9.57
919262,0.16,0.00,-9.41
919274,0.20,0.00,-9.57
919286,0.24,0.00,-9.53
919298,0.24,0.00,-9.53
919310,0.20,0.00,-9.49
919322,0.20,0.00,-9.53
919334,0.20,0.04,-9.53
919346,0.16,0.00,-9.61
919358,0.20,0.00,-9.53
919370,0.16,-0.04,-9.57
919382,0.24,0.00,-9.53
919394,0.24,0.00,-9.53
919406,0.16,-0.04,-9.53
919418,0.20,0.00,-9.53
919430,0.20,0.00,-9.53
919442,0.20,0.00,-9.57
919454,0.16,0.00,-9.57
919466,0.20,0.00,-9.61
919478,0.24,0.00,-9.53
919490,0.20,0.00,-9.57
919502,0.16,0.00,-9.53
919514,0.20,0.00,-9.53
919526,0.20,0.00,-9.57
919538,0.20,0.04,-9.49
919550,0.20,-0.04,-9.57
