Timestamp,X(m/s^2),Y(m/s^2),Z(m/s^2),Label
2024-08-15 10:13:57.757,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:57.789,0.63,0.16,-9.45,Stationary
2024-08-15 10:13:57.789,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:57.797,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:57.797,0.67,0.12,-9.41,Stationary
2024-08-15 10:13:57.820,0.71,0.12,-9.38,Stationary
2024-08-15 10:13:57.862,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:57.867,0.71,0.2,-9.38,Stationary
2024-08-15 10:13:57.867,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:57.879,0.63,0.16,-9.49,Stationary
2024-08-15 10:13:57.879,0.67,0.16,-9.49,Stationary
2024-08-15 10:13:57.879,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:57.891,0.78,0.12,-9.45,Stationary
2024-08-15 10:13:57.914,0.75,0.2,-9.45,Stationary
2024-08-15 10:13:57.918,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:57.918,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:57.950,0.75,0.16,-9.49,Stationary
2024-08-15 10:13:57.955,0.67,0.16,-9.41,Stationary
2024-08-15 10:13:57.963,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:57.969,0.71,0.08,-9.49,Stationary
2024-08-15 10:13:57.995,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:57.998,0.67,0.16,-9.41,Stationary
2024-08-15 10:13:58.025,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:58.029,0.71,0.16,-9.41,Stationary
2024-08-15 10:13:58.036,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.042,0.71,0.12,-9.53,Stationary
2024-08-15 10:13:58.069,0.71,0.12,-9.49,Stationary
2024-08-15 10:13:58.073,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:58.082,0.63,0.16,-9.45,Stationary
2024-08-15 10:13:58.111,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:58.116,0.63,0.16,-9.49,Stationary
2024-08-15 10:13:58.159,0.63,0.16,-9.45,Stationary
2024-08-15 10:13:58.162,0.67,0.2,-9.45,Stationary
2024-08-15 10:13:58.173,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.173,0.67,0.16,-9.41,Stationary
2024-08-15 10:13:58.173,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:58.183,0.71,0.16,-9.41,Stationary
2024-08-15 10:13:58.183,0.63,0.2,-9.41,Stationary
2024-08-15 10:13:58.210,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:58.225,0.71,0.16,-9.49,Stationary
2024-08-15 10:13:58.225,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:58.233,0.75,0.16,-9.41,Stationary
2024-08-15 10:13:58.259,0.75,0.12,-9.49,Stationary
2024-08-15 10:13:58.263,0.71,0.2,-9.49,Stationary
2024-08-15 10:13:58.270,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.278,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.310,0.71,0.08,-9.53,Stationary
2024-08-15 10:13:58.313,0.67,0.12,-9.49,Stationary
2024-08-15 10:13:58.320,0.71,0.2,-9.45,Stationary
2024-08-15 10:13:58.327,0.67,0.16,-9.41,Stationary
2024-08-15 10:13:58.355,0.67,0.12,-9.49,Stationary
2024-08-15 10:13:58.360,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.366,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.396,0.67,0.16,-9.49,Stationary
2024-08-15 10:13:58.401,0.71,0.12,-9.49,Stationary
2024-08-15 10:13:58.401,0.71,0.08,-9.45,Stationary
2024-08-15 10:13:58.431,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:58.462,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.462,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:58.462,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.469,0.67,0.12,-9.41,Stationary
2024-08-15 10:13:58.474,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.500,0.67,0.16,-9.49,Stationary
2024-08-15 10:13:58.505,0.71,0.16,-9.41,Stationary
2024-08-15 10:13:58.512,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:58.531,0.67,0.2,-9.49,Stationary
2024-08-15 10:13:58.542,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:58.542,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:58.572,0.71,0.2,-9.49,Stationary
2024-08-15 10:13:58.576,0.67,0.12,-9.41,Stationary
2024-08-15 10:13:58.583,0.71,0.12,-9.49,Stationary
2024-08-15 10:13:58.611,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.616,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.624,0.67,0.24,-9.45,Stationary
2024-08-15 10:13:58.630,0.67,0.16,-9.41,Stationary
2024-08-15 10:13:58.658,0.67,0.08,-9.49,Stationary
2024-08-15 10:13:58.661,0.67,0.16,-9.49,Stationary
2024-08-15 10:13:58.669,0.63,0.16,-9.41,Stationary
2024-08-15 10:13:58.692,0.75,0.12,-9.45,Stationary
2024-08-15 10:13:58.696,0.67,0.16,-9.49,Stationary
2024-08-15 10:13:58.705,0.67,0.08,-9.45,Stationary
2024-08-15 10:13:58.732,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.736,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.742,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.768,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.772,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.772,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.786,0.63,0.12,-9.45,Stationary
2024-08-15 10:13:58.811,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:58.815,0.67,0.16,-9.49,Stationary
2024-08-15 10:13:58.821,0.67,0.12,-9.41,Stationary
2024-08-15 10:13:58.852,0.71,0.2,-9.41,Stationary
2024-08-15 10:13:58.877,0.75,0.12,-9.45,Stationary
2024-08-15 10:13:58.902,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.902,0.75,0.12,-9.49,Stationary
2024-08-15 10:13:58.908,0.75,0.12,-9.49,Stationary
2024-08-15 10:13:58.909,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.909,0.71,0.12,-9.49,Stationary
2024-08-15 10:13:58.936,0.71,0.16,-9.38,Stationary
2024-08-15 10:13:58.938,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:58.944,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:58.957,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:58.960,0.71,0.12,-9.49,Stationary
2024-08-15 10:13:58.996,0.75,0.16,-9.45,Stationary
2024-08-15 10:13:59.001,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:59.001,0.67,0.12,-9.49,Stationary
2024-08-15 10:13:59.033,0.67,0.12,-9.49,Stationary
2024-08-15 10:13:59.038,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:59.038,0.75,0.08,-9.49,Stationary
2024-08-15 10:13:59.051,0.67,0.12,-9.41,Stationary
2024-08-15 10:13:59.077,0.63,0.12,-9.38,Stationary
2024-08-15 10:13:59.123,0.67,0.08,-9.45,Stationary
2024-08-15 10:13:59.128,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:59.134,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:59.134,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:59.141,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.141,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:59.147,0.67,0.24,-9.45,Stationary
2024-08-15 10:13:59.171,0.71,0.2,-9.45,Stationary
2024-08-15 10:13:59.175,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:59.184,0.67,0.16,-9.41,Stationary
2024-08-15 10:13:59.193,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.220,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:59.224,0.67,0.16,-9.41,Stationary
2024-08-15 10:13:59.231,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.256,0.67,0.12,-9.49,Stationary
2024-08-15 10:13:59.273,0.71,0.12,-9.49,Stationary
2024-08-15 10:13:59.273,0.67,0.08,-9.45,Stationary
2024-08-15 10:13:59.281,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:59.298,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:59.303,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:59.314,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:59.336,0.71,0.16,-9.49,Stationary
2024-08-15 10:13:59.341,0.71,0.2,-9.49,Stationary
2024-08-15 10:13:59.347,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.380,0.67,0.12,-9.41,Stationary
2024-08-15 10:13:59.386,0.63,0.12,-9.41,Stationary
2024-08-15 10:13:59.386,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.417,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.420,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:59.442,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.447,0.63,0.16,-9.41,Stationary
2024-08-15 10:13:59.447,0.71,0.16,-9.41,Stationary
2024-08-15 10:13:59.465,0.67,0.16,-9.49,Stationary
2024-08-15 10:13:59.484,0.75,0.16,-9.45,Stationary
2024-08-15 10:13:59.488,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:59.497,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:59.506,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:59.531,0.75,0.12,-9.38,Stationary
2024-08-15 10:13:59.535,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.541,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.573,0.71,0.12,-9.41,Stationary
2024-08-15 10:13:59.598,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:59.598,0.75,0.16,-9.45,Stationary
2024-08-15 10:13:59.609,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.613,0.67,0.16,-9.49,Stationary
2024-08-15 10:13:59.619,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:59.626,0.71,0.2,-9.49,Stationary
2024-08-15 10:13:59.653,0.67,0.16,-9.53,Stationary
2024-08-15 10:13:59.657,0.75,0.08,-9.45,Stationary
2024-08-15 10:13:59.664,0.63,0.12,-9.49,Stationary
2024-08-15 10:13:59.691,0.63,0.16,-9.53,Stationary
2024-08-15 10:13:59.696,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:59.706,0.67,0.12,-9.49,Stationary
2024-08-15 10:13:59.712,0.67,0.16,-9.49,Stationary
2024-08-15 10:13:59.739,0.71,0.16,-9.38,Stationary
2024-08-15 10:13:59.742,0.67,0.12,-9.41,Stationary
2024-08-15 10:13:59.750,0.71,0.12,-9.49,Stationary
2024-08-15 10:13:59.774,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:59.790,0.71,0.16,-9.49,Stationary
2024-08-15 10:13:59.790,0.71,0.16,-9.49,Stationary
2024-08-15 10:13:59.796,0.75,0.12,-9.41,Stationary
2024-08-15 10:13:59.820,0.71,0.16,-9.41,Stationary
2024-08-15 10:13:59.824,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:59.830,0.75,0.2,-9.45,Stationary
2024-08-15 10:13:59.860,0.67,0.2,-9.45,Stationary
2024-08-15 10:13:59.864,0.63,0.12,-9.41,Stationary
2024-08-15 10:13:59.873,0.67,0.16,-9.41,Stationary
2024-08-15 10:13:59.897,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:59.900,0.67,0.16,-9.45,Stationary
2024-08-15 10:13:59.909,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:59.915,0.67,0.12,-9.45,Stationary
2024-08-15 10:13:59.941,0.71,0.16,-9.53,Stationary
2024-08-15 10:13:59.946,0.71,0.12,-9.45,Stationary
2024-08-15 10:13:59.953,0.71,0.16,-9.45,Stationary
2024-08-15 10:13:59.980,0.67,0.12,-9.49,Stationary
2024-08-15 10:14:00.001,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:00.001,0.71,0.16,-9.49,Stationary
2024-08-15 10:14:00.008,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:00.019,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:00.023,0.63,0.16,-9.41,Stationary
2024-08-15 10:14:00.035,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:00.060,0.71,0.2,-9.45,Stationary
2024-08-15 10:14:00.064,0.63,0.2,-9.45,Stationary
2024-08-15 10:14:00.075,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:00.100,0.75,0.16,-9.49,Stationary
2024-08-15 10:14:00.106,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:00.106,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:00.114,0.67,0.12,-9.41,Stationary
2024-08-15 10:14:00.148,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:00.151,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:00.158,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:00.183,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:00.187,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:00.187,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:00.204,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:00.228,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:00.232,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:00.239,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:00.267,0.71,0.08,-9.45,Stationary
2024-08-15 10:14:00.272,0.59,0.12,-9.41,Stationary
2024-08-15 10:14:00.281,0.63,0.12,-9.45,Stationary
2024-08-15 10:14:00.288,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:00.313,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:00.363,0.67,0.2,-9.45,Stationary
2024-08-15 10:14:00.403,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:00.406,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:00.413,0.71,0.16,-9.49,Stationary
2024-08-15 10:14:00.413,0.71,0.2,-9.45,Stationary
2024-08-15 10:14:00.420,0.75,0.16,-9.45,Stationary
2024-08-15 10:14:00.420,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:00.430,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:00.433,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:00.439,0.75,0.12,-9.41,Stationary
2024-08-15 10:14:00.439,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:00.446,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:00.471,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:00.475,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:00.482,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:00.491,0.75,0.16,-9.49,Stationary
2024-08-15 10:14:00.518,0.71,0.12,-9.53,Stationary
2024-08-15 10:14:00.521,0.67,0.12,-9.49,Stationary
2024-08-15 10:14:00.530,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:00.534,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:00.563,0.67,0.12,-9.49,Stationary
2024-08-15 10:14:00.567,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:00.574,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:00.611,0.75,0.12,-9.45,Stationary
2024-08-15 10:14:00.615,0.75,0.12,-9.45,Stationary
2024-08-15 10:14:00.628,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:00.628,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:00.661,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:00.661,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:00.667,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:00.667,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:00.697,0.75,0.12,-9.49,Stationary
2024-08-15 10:14:00.727,0.67,0.12,-9.49,Stationary
2024-08-15 10:14:00.727,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:00.734,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:00.734,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:00.758,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:00.761,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:00.769,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:00.800,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:00.812,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:00.818,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:00.841,0.71,0.12,-9.53,Stationary
2024-08-15 10:14:00.844,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:00.851,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:00.851,0.63,0.16,-9.45,Stationary
2024-08-15 10:14:00.878,0.71,0.12,-9.53,Stationary
2024-08-15 10:14:00.886,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:00.886,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:00.893,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:00.924,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:00.928,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:00.936,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:00.964,0.75,0.16,-9.45,Stationary
2024-08-15 10:14:00.968,0.75,0.16,-9.45,Stationary
2024-08-15 10:14:00.974,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:01.000,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:01.004,0.67,0.12,-9.49,Stationary
2024-08-15 10:14:01.035,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.035,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:01.042,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:01.048,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:01.071,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:01.097,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:01.097,0.75,0.12,-9.41,Stationary
2024-08-15 10:14:01.097,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:01.104,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:01.131,0.67,0.12,-9.49,Stationary
2024-08-15 10:14:01.135,0.71,0.16,-9.49,Stationary
2024-08-15 10:14:01.142,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.155,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:01.159,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.189,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:01.193,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:01.201,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.228,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:01.230,0.67,0.2,-9.45,Stationary
2024-08-15 10:14:01.237,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:01.262,0.78,0.12,-9.45,Stationary
2024-08-15 10:14:01.267,0.75,0.16,-9.45,Stationary
2024-08-15 10:14:01.272,0.71,0.16,-9.49,Stationary
2024-08-15 10:14:01.278,0.75,0.12,-9.49,Stationary
2024-08-15 10:14:01.308,0.75,0.16,-9.45,Stationary
2024-08-15 10:14:01.312,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.318,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:01.348,0.63,0.16,-9.49,Stationary
2024-08-15 10:14:01.352,0.71,0.2,-9.49,Stationary
2024-08-15 10:14:01.359,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:01.384,0.67,0.12,-9.49,Stationary
2024-08-15 10:14:01.387,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:01.397,0.67,0.2,-9.41,Stationary
2024-08-15 10:14:01.404,0.71,0.16,-9.49,Stationary
2024-08-15 10:14:01.428,0.67,0.12,-9.41,Stationary
2024-08-15 10:14:01.461,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:01.465,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:01.465,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:01.474,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.474,0.63,0.12,-9.45,Stationary
2024-08-15 10:14:01.490,0.63,0.16,-9.45,Stationary
2024-08-15 10:14:01.493,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:01.523,0.67,0.2,-9.45,Stationary
2024-08-15 10:14:01.528,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:01.538,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:01.563,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:01.570,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:01.570,0.75,0.16,-9.49,Stationary
2024-08-15 10:14:01.601,0.71,0.12,-9.34,Stationary
2024-08-15 10:14:01.605,0.67,0.08,-9.49,Stationary
2024-08-15 10:14:01.612,0.71,0.16,-9.41,Stationary
2024-08-15 10:14:01.618,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:01.644,0.71,0.16,-9.41,Stationary
2024-08-15 10:14:01.682,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:01.685,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:01.694,0.71,0.16,-9.41,Stationary
2024-08-15 10:14:01.694,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.694,0.71,0.16,-9.49,Stationary
2024-08-15 10:14:01.703,0.67,0.16,-9.38,Stationary
2024-08-15 10:14:01.730,0.63,0.12,-9.49,Stationary
2024-08-15 10:14:01.734,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:01.746,0.67,0.12,-9.41,Stationary
2024-08-15 10:14:01.749,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:01.761,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.788,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.820,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:01.823,0.71,0.2,-9.38,Stationary
2024-08-15 10:14:01.823,0.67,0.2,-9.45,Stationary
2024-08-15 10:14:01.830,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:01.834,0.63,0.16,-9.45,Stationary
2024-08-15 10:14:01.860,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:01.864,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:01.870,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:01.883,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:01.891,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:01.930,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:01.934,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:01.941,0.67,0.12,-9.53,Stationary
2024-08-15 10:14:01.973,0.71,0.16,-9.41,Stationary
2024-08-15 10:14:01.980,0.63,0.16,-9.49,Stationary
2024-08-15 10:14:01.980,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:01.986,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:01.993,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:02.020,0.71,0.16,-9.41,Stationary
2024-08-15 10:14:02.023,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:02.031,0.63,0.16,-9.49,Stationary
2024-08-15 10:14:02.057,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:02.061,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:02.067,0.75,0.16,-9.45,Stationary
2024-08-15 10:14:02.071,0.67,0.24,-9.49,Stationary
2024-08-15 10:14:02.100,0.71,0.2,-9.41,Stationary
2024-08-15 10:14:02.111,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:02.116,0.75,0.16,-9.49,Stationary
2024-08-15 10:14:02.121,0.75,0.16,-9.41,Stationary
2024-08-15 10:14:02.149,0.67,0.12,-9.49,Stationary
2024-08-15 10:14:02.185,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:02.191,0.75,0.16,-9.49,Stationary
2024-08-15 10:14:02.191,0.63,0.16,-9.41,Stationary
2024-08-15 10:14:02.198,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:02.198,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:02.214,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.218,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:02.248,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:02.252,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:02.257,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.264,0.71,0.12,-9.53,Stationary
2024-08-15 10:14:02.290,0.67,0.2,-9.49,Stationary
2024-08-15 10:14:02.299,0.63,0.12,-9.45,Stationary
2024-08-15 10:14:02.301,0.67,0.12,-9.41,Stationary
2024-08-15 10:14:02.331,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:02.335,0.67,0.12,-9.41,Stationary
2024-08-15 10:14:02.340,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.368,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:02.371,0.71,0.27,-9.45,Stationary
2024-08-15 10:14:02.379,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:02.384,0.75,0.12,-9.45,Stationary
2024-08-15 10:14:02.413,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:02.421,0.71,0.16,-9.49,Stationary
2024-08-15 10:14:02.421,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:02.435,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.460,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.464,0.63,0.16,-9.49,Stationary
2024-08-15 10:14:02.472,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.479,0.71,0.16,-9.41,Stationary
2024-08-15 10:14:02.508,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.511,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:02.519,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:02.545,0.71,0.12,-9.49,Stationary
2024-08-15 10:14:02.566,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.566,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:02.572,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:02.579,0.63,0.16,-9.45,Stationary
2024-08-15 10:14:02.604,0.75,0.16,-9.45,Stationary
2024-08-15 10:14:02.608,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:02.608,0.71,0.16,-9.41,Stationary
2024-08-15 10:14:02.623,0.67,0.12,-9.41,Stationary
2024-08-15 10:14:02.633,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:02.666,0.67,0.16,-9.41,Stationary
2024-08-15 10:14:02.670,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:02.676,0.67,0.12,-9.41,Stationary
2024-08-15 10:14:02.703,0.67,0.16,-9.49,Stationary
2024-08-15 10:14:02.707,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:02.714,0.71,0.12,-9.41,Stationary
2024-08-15 10:14:02.725,0.71,0.16,-9.45,Stationary
2024-08-15 10:14:02.748,0.67,0.12,-9.45,Stationary
2024-08-15 10:14:02.755,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.755,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:02.788,0.67,0.16,-9.45,Stationary
2024-08-15 10:14:02.791,0.71,0.08,-9.45,Stationary
2024-08-15 10:14:02.797,0.71,0.12,-9.45,Stationary
2024-08-15 10:14:02.823,0.63,0.16,-9.49,Stationary
