Timestamp(ms),X(m/s^2),Y(m/s^2),Z(m/s^2),state
[2024-08-15 10:17:19.277] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.302] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.312] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.315] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:19.340] 0.71, 0.20, -9.45, Stationary
[2024-08-15 10:17:19.350] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:19.354] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.381] 0.67, 0.12, -9.53, Stationary
[2024-08-15 10:17:19.385] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.388] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:19.418] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:19.429] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.429] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:19.432] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:19.463] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.466] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:19.466] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.493] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.532] 0.67, 0.08, -9.49, Stationary
[2024-08-15 10:17:19.542] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.542] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:19.544] 0.75, 0.20, -9.45, Stationary
[2024-08-15 10:17:19.547] 0.67, 0.20, -9.49, Stationary
[2024-08-15 10:17:19.551] 0.75, 0.08, -9.49, Stationary
[2024-08-15 10:17:19.567] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.597] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.601] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.603] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.620] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:19.636] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:19.636] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.670] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.674] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:19.676] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:19.706] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:19.706] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:19.706] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:19.716] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:19.748] 0.63, 0.12, -9.38, Stationary
[2024-08-15 10:17:19.752] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:19.755] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.780] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:19.794] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:19.797] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:19.801] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.827] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.827] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.841] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.872] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.904] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:19.907] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.907] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.907] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:19.917] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:19.940] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.947] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:19.952] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:19.970] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:19.970] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:19.984] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.021] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:20.026] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.076] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.080] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:20.080] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.084] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.087] 0.63, 0.20, -9.41, Stationary
[2024-08-15 10:17:20.087] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:20.092] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.125] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:20.130] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.133] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.147] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.149] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:20.179] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:20.179] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:20.179] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.207] 0.71, 0.16, -9.38, Stationary
[2024-08-15 10:17:20.227] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.317] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.317] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.341] 0.71, 0.16, -9.38, Stationary
[2024-08-15 10:17:20.341] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.347] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:20.347] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.349] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:20.355] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.358] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.358] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.358] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.365] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:20.365] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.397] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:20.397] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.406] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.437] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.441] 0.67, 0.08, -9.41, Stationary
[2024-08-15 10:17:20.445] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:20.460] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.476] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.482] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.507] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:20.515] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.517] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.522] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.555] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.555] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.561] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.589] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.629] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:20.634] 0.63, 0.20, -9.45, Stationary
[2024-08-15 10:17:20.637] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.637] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.639] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.641] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:20.669] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:20.669] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:20.682] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.698] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.728] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.728] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.729] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.761] 0.67, 0.27, -9.41, Stationary
[2024-08-15 10:17:20.763] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:20.766] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.796] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.802] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.805] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.826] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.826] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.842] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:20.844] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.875] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.881] 0.63, 0.16, -9.41, Stationary
[2024-08-15 10:17:20.881] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:20.906] 0.67, 0.16, -9.53, Stationary
[2024-08-15 10:17:20.922] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.922] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:20.954] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.982] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.982] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:20.996] 0.75, 0.16, -9.49, Stationary
[2024-08-15 10:17:20.997] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:21.013] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:21.016] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:21.019] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:21.047] 0.75, 0.20, -9.45, Stationary
[2024-08-15 10:17:21.047] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.055] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:21.082] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.090] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.092] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:21.110] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.123] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.123] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.123] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.157] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.157] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:21.175] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.205] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.205] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.212] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.218] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.252] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:21.252] 0.67, 0.08, -9.41, Stationary
[2024-08-15 10:17:21.258] 0.71, 0.12, -9.38, Stationary
[2024-08-15 10:17:21.282] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:21.291] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.291] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.300] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.348] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.380] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.409] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:21.409] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.416] 0.67, 0.20, -9.49, Stationary
[2024-08-15 10:17:21.421] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.421] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.439] 0.75, 0.16, -9.38, Stationary
[2024-08-15 10:17:21.439] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.443] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.443] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.443] 0.59, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.479] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.483] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.487] 0.63, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.514] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:21.520] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:21.524] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.524] 0.71, 0.20, -9.45, Stationary
[2024-08-15 10:17:21.563] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.563] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.569] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.599] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.599] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.633] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.651] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.663] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.680] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.725] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:21.725] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.730] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.730] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.750] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:21.750] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.750] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.750] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.758] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:21.758] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:21.790] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.797] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:21.797] 0.67, 0.16, -9.38, Stationary
[2024-08-15 10:17:21.829] 0.63, 0.20, -9.45, Stationary
[2024-08-15 10:17:21.831] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:21.834] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.843] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.871] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:21.871] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.881] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.901] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.914] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.921] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:21.943] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:21.978] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:21.981] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:21.981] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:21.984] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:21.988] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.016] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.022] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.027] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.043] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.087] 0.71, 0.16, -9.38, Stationary
[2024-08-15 10:17:22.090] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.096] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.100] 0.71, 0.12, -9.38, Stationary
[2024-08-15 10:17:22.100] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.125] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.133] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.134] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.154] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.169] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.170] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:22.202] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:22.202] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:22.202] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:22.213] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:22.243] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.250] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:22.253] 0.63, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.262] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.281] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.297] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:22.303] 0.63, 0.16, -9.38, Stationary
[2024-08-15 10:17:22.329] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:22.329] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.329] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.364] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.374] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:22.374] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:22.397] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.411] 0.63, 0.16, -9.38, Stationary
[2024-08-15 10:17:22.411] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.443] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:22.459] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:22.459] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:22.462] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:22.472] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.483] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:22.511] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.516] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.520] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.544] 0.75, 0.16, -9.49, Stationary
[2024-08-15 10:17:22.553] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.556] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.586] 0.63, 0.20, -9.45, Stationary
[2024-08-15 10:17:22.588] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.592] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.598] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.615] 0.71, 0.20, -9.45, Stationary
[2024-08-15 10:17:22.694] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.721] 0.63, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.727] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.738] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.742] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:22.742] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.744] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.744] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:22.744] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.744] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.757] 0.63, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.760] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:22.789] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.792] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.795] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.820] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.829] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.833] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:22.868] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.870] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.875] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.875] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.886] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:22.915] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:22.915] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:22.929] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:22.934] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:22.965] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:22.995] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:23.013] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.027] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.046] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.058] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.063] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.063] 0.63, 0.20, -9.49, Stationary
[2024-08-15 10:17:23.063] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.063] 0.71, 0.08, -9.41, Stationary
[2024-08-15 10:17:23.068] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:23.101] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:23.104] 0.75, 0.16, -9.49, Stationary
[2024-08-15 10:17:23.109] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:23.127] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.138] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.138] 0.67, 0.20, -9.49, Stationary
[2024-08-15 10:17:23.149] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:23.169] 0.67, 0.16, -9.53, Stationary
[2024-08-15 10:17:23.185] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.189] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.217] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:23.248] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:23.261] 0.63, 0.08, -9.45, Stationary
[2024-08-15 10:17:23.264] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.264] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.269] 0.63, 0.12, -9.38, Stationary
[2024-08-15 10:17:23.273] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.299] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.312] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.312] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:23.317] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:23.345] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:23.353] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:23.355] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:23.379] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.395] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:23.395] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.402] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:23.433] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.440] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:23.440] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.471] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:23.471] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:23.477] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.507] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.512] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:23.516] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.547] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.550] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:23.553] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.559] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.585] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:23.599] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.599] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.608] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:23.616] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.647] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:23.657] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.662] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.684] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:23.694] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:23.696] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.700] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.724] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.739] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.740] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.773] 0.75, 0.16, -9.53, Stationary
[2024-08-15 10:17:23.777] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.778] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:23.804] 0.59, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.804] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.804] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:23.820] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:23.851] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:23.861] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:23.861] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:23.886] 0.67, 0.20, -9.38, Stationary
[2024-08-15 10:17:23.927] 0.67, 0.20, -9.49, Stationary
[2024-08-15 10:17:23.930] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:23.933] 0.67, 0.16, -9.38, Stationary
