Timestamp(ms),X(m/s^2),Y(m/s^2),Z(m/s^2),state
[2024-08-15 10:17:51.740] 0.75, 0.12, -9.49, Stationary
[2024-08-15 10:17:51.740] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:51.740] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:51.756] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:51.787] 0.71, 0.08, -9.41, Stationary
[2024-08-15 10:17:51.787] 0.75, 0.16, -9.49, Stationary
[2024-08-15 10:17:51.797] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:51.819] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:51.819] 0.63, 0.08, -9.45, Stationary
[2024-08-15 10:17:51.834] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:51.882] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:51.882] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:51.882] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:51.882] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:51.913] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:51.913] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:51.913] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:51.913] 0.75, 0.12, -9.49, Stationary
[2024-08-15 10:17:51.944] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:51.960] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:51.960] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:51.997] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:51.997] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.007] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.007] 0.63, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.023] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:52.023] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:52.054] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.102] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.102] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.102] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:52.102] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:52.102] 0.67, 0.08, -9.49, Stationary
[2024-08-15 10:17:52.118] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:52.150] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:52.150] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.150] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.171] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.200] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.200] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.200] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.228] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.244] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.244] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.244] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:52.259] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.291] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.298] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.298] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:52.307] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.338] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.338] 0.71, 0.08, -9.53, Stationary
[2024-08-15 10:17:52.338] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:52.354] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.385] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:52.385] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.398] 0.67, 0.12, -9.53, Stationary
[2024-08-15 10:17:52.417] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.432] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.432] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.464] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.464] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.464] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.498] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:52.498] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.498] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.527] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.543] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:52.543] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.543] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:52.574] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.606] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.621] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:52.621] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.621] 0.67, 0.20, -9.49, Stationary
[2024-08-15 10:17:52.621] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.637] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.637] 0.75, 0.08, -9.45, Stationary
[2024-08-15 10:17:52.668] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.668] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.684] 0.63, 0.20, -9.41, Stationary
[2024-08-15 10:17:52.716] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.716] 0.67, 0.16, -9.38, Stationary
[2024-08-15 10:17:52.716] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.732] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.764] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.764] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:52.764] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:52.798] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:52.798] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:52.798] 0.71, 0.12, -9.53, Stationary
[2024-08-15 10:17:52.811] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.843] 0.71, 0.20, -9.49, Stationary
[2024-08-15 10:17:52.843] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.874] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.874] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.906] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:52.906] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:52.906] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.906] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:52.937] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.968] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.984] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.984] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:52.984] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:52.984] 0.71, 0.16, -9.38, Stationary
[2024-08-15 10:17:52.984] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:53.016] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:53.031] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.031] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:53.047] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.078] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:53.078] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:53.078] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.110] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.110] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.110] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:53.126] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:53.157] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.157] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.157] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:53.197] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:53.200] 0.71, 0.08, -9.45, Stationary
[2024-08-15 10:17:53.204] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.220] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:53.235] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.235] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.266] 0.71, 0.12, -9.38, Stationary
[2024-08-15 10:17:53.266] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:53.266] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:53.299] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.299] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:53.408] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:53.408] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.408] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:53.424] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:53.424] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:53.424] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:53.424] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.424] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.424] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.424] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:53.440] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:53.440] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.471] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.486] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:53.486] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:53.486] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.519] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.524] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.527] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.553] 0.71, 0.24, -9.49, Stationary
[2024-08-15 10:17:53.553] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.553] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.581] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:53.597] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:53.600] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.629] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:53.629] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:53.629] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.665] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.665] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:53.665] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:53.676] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:53.700] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.723] 0.71, 0.20, -9.45, Stationary
[2024-08-15 10:17:53.723] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.723] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:53.754] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.754] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:53.754] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:53.786] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.786] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:53.817] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.817] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.817] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.848] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.848] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.864] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.880] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.895] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.901] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.927] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.927] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:53.927] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:53.943] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:53.974] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:53.974] 0.67, 0.16, -9.53, Stationary
[2024-08-15 10:17:53.974] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.006] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.006] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.006] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.037] 0.63, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.053] 0.67, 0.16, -9.38, Stationary
[2024-08-15 10:17:54.053] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.053] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.092] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.100] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.100] 0.75, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.132] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.132] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.132] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:54.163] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.194] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:54.229] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:54.229] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.231] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.231] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.231] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.242] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.242] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.273] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.273] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:54.273] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:54.305] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:54.305] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.321] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.321] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:54.359] 0.67, 0.16, -9.38, Stationary
[2024-08-15 10:17:54.362] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:54.366] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.385] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.401] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.402] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.432] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.448] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.448] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.448] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.448] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.484] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:54.495] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:54.495] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.511] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.511] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.543] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.543] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.558] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.590] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.590] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.590] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.621] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.684] 0.67, 0.16, -9.38, Stationary
[2024-08-15 10:17:54.684] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.703] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.731] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.731] 0.75, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.731] 0.71, 0.20, -9.41, Stationary
[2024-08-15 10:17:54.731] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.731] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.747] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.747] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.747] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.747] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.747] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.778] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.823] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.827] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.831] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.831] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.835] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:54.857] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.857] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.873] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.888] 0.67, 0.12, -9.34, Stationary
[2024-08-15 10:17:54.904] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.904] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.936] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.936] 0.75, 0.12, -9.49, Stationary
[2024-08-15 10:17:54.936] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:54.951] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.983] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:54.983] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:54.983] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.015] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.015] 0.71, 0.20, -9.49, Stationary
[2024-08-15 10:17:55.015] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.046] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.062] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.062] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.093] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.093] 0.67, 0.08, -9.45, Stationary
[2024-08-15 10:17:55.093] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.109] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.140] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.140] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.140] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.171] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:55.187] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.187] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.205] 0.71, 0.16, -9.53, Stationary
[2024-08-15 10:17:55.205] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.234] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.234] 0.67, 0.24, -9.41, Stationary
[2024-08-15 10:17:55.234] 0.71, 0.12, -9.53, Stationary
[2024-08-15 10:17:55.266] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.281] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.281] 0.75, 0.16, -9.41, Stationary
[2024-08-15 10:17:55.297] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.297] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.329] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.334] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.339] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.360] 0.63, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.376] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.376] 0.63, 0.12, -9.41, Stationary
[2024-08-15 10:17:55.384] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.408] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:55.408] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.408] 0.63, 0.12, -9.41, Stationary
[2024-08-15 10:17:55.454] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:55.454] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.454] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.485] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.485] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.520] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.522] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.564] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:55.564] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.564] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:55.564] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:55.564] 0.71, 0.08, -9.49, Stationary
[2024-08-15 10:17:55.580] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.595] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.595] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.627] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.627] 0.71, 0.12, -9.53, Stationary
[2024-08-15 10:17:55.627] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.659] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.659] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.674] 0.67, 0.20, -9.45, Stationary
[2024-08-15 10:17:55.706] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:55.706] 0.67, 0.12, -9.38, Stationary
[2024-08-15 10:17:55.706] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.743] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.743] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.743] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.774] 0.59, 0.16, -9.49, Stationary
[2024-08-15 10:17:55.774] 0.67, 0.16, -9.53, Stationary
[2024-08-15 10:17:55.774] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.790] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.821] 0.75, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.821] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.821] 0.75, 0.12, -9.41, Stationary
[2024-08-15 10:17:55.837] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.868] 0.67, 0.12, -9.53, Stationary
[2024-08-15 10:17:55.868] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:55.868] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:55.906] 0.71, 0.16, -9.45, Stationary
[2024-08-15 10:17:55.947] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:55.994] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:56.009] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.025] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:56.041] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.041] 0.63, 0.16, -9.45, Stationary
[2024-08-15 10:17:56.056] 0.71, 0.12, -9.41, Stationary
[2024-08-15 10:17:56.056] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:56.056] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:56.056] 0.71, 0.16, -9.41, Stationary
[2024-08-15 10:17:56.056] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:56.056] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:56.072] 0.63, 0.12, -9.49, Stationary
[2024-08-15 10:17:56.072] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.072] 0.63, 0.20, -9.38, Stationary
[2024-08-15 10:17:56.072] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.107] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:56.107] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:56.119] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.119] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:56.150] 0.67, 0.16, -9.49, Stationary
[2024-08-15 10:17:56.150] 0.67, 0.12, -9.41, Stationary
[2024-08-15 10:17:56.150] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:56.197] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:56.197] 0.67, 0.20, -9.41, Stationary
[2024-08-15 10:17:56.197] 0.71, 0.12, -9.49, Stationary
[2024-08-15 10:17:56.229] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:56.229] 0.67, 0.16, -9.45, Stationary
[2024-08-15 10:17:56.229] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.271] 0.75, 0.16, -9.45, Stationary
[2024-08-15 10:17:56.274] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.276] 0.75, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.308] 0.67, 0.12, -9.49, Stationary
[2024-08-15 10:17:56.308] 0.67, 0.16, -9.41, Stationary
[2024-08-15 10:17:56.308] 0.71, 0.16, -9.49, Stationary
[2024-08-15 10:17:56.308] 0.67, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.340] 0.71, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.355] 0.63, 0.12, -9.45, Stationary
[2024-08-15 10:17:56.355] 0.67, 0.16, -9.45, Stationary
