Timestamp (ms), X (m/s^2), Y (m/s^2), Z (m/s^2)
152512, 0.86, -0.35, -9.49
152524, 0.90, -0.39, -9.53
152536, 0.90, -0.35, -9.45
152548, 0.90, -0.35, -9.49
152560, 0.90, -0.35, -9.45
152572, 0.90, -0.35, -9.45
152584, 0.94, -0.35, -9.49
152596, 0.90, -0.35, -9.49
152608, 0.90, -0.35, -9.45
152620, 0.94, -0.39, -9.41
152632, 0.86, -0.35, -9.41
152644, 0.94, -0.35, -9.45
152656, 0.90, -0.31, -9.49
152668, 0.90, -0.31, -9.45
152680, 0.98, -0.31, -9.41
152692, 0.90, -0.39, -9.45
152704, 0.90, -0.39, -9.45
152716, 0.86, -0.39, -9.49
152728, 0.94, -0.31, -9.49
152740, 0.94, -0.39, -9.49
152752, 0.90, -0.35, -9.45
152764, 0.90, -0.35, -9.45
152776, 0.94, -0.35, -9.41
152788, 0.90, -0.31, -9.45
152800, 0.90, -0.39, -9.49
152812, 0.94, -0.39, -9.45
152824, 0.90, -0.35, -9.49
152836, 0.86, -0.39, -9.49
152848, 0.90, -0.35, -9.49
152860, 0.94, -0.39, -9.45
152872, 0.86, -0.47, -9.49
152884, 0.94, -0.43, -9.41
152896, 0.90, -0.35, -9.53
152908, 0.90, -0.39, -9.41
152920, 0.90, -0.39, -9.45
152932, 0.90, -0.39, -9.49
152944, 0.90, -0.39, -9.41
152956, 0.94, -0.35, -9.45
152968, 0.86, -0.35, -9.41
152980, 0.86, -0.35, -9.49
152992, 0.90, -0.35, -9.49
153004, 0.98, -0.35, -9.49
153016, 0.90, -0.27, -9.45
153028, 0.94, -0.35, -9.49
153040, 0.94, -0.39, -9.49
153052, 0.90, -0.35, -9.45
153064, 0.90, -0.35, -9.41
153076, 0.90, -0.35, -9.49
153088, 0.86, -0.31, -9.45
153100, 0.90, -0.35, -9.49
153112, 0.94, -0.43, -9.45
153124, 0.94, -0.43, -9.41
153136, 0.94, -0.35, -9.49
153148, 0.90, -0.31, -9.45
153160, 0.90, -0.35, -9.49
153172, 0.90, -0.35, -9.41
153184, 0.94, -0.43, -9.45
153196, 0.90, -0.35, -9.41
153208, 0.86, -0.35, -9.41
153220, 0.86, -0.35, -9.45
153232, 0.90, -0.39, -9.41
153244, 0.90, -0.35, -9.45
153256, 0.90, -0.43, -9.45
153268, 0.90, -0.35, -9.41
153280, 0.90, -0.27, -9.45
153292, 0.90, -0.39, -9.45
153304, 0.94, -0.43, -9.53
153316, 0.94, -0.35, -9.49
153328, 0.94, -0.39, -9.45
153340, 0.90, -0.39, -9.45
153352, 0.90, -0.35, -9.45
153364, 0.94, -0.39, -9.41
153376, 0.90, -0.31, -9.45
153388, 0.90, -0.39, -9.45
153400, 0.94, -0.39, -9.45
153412, 0.94, -0.35, -9.49
153424, 0.90, -0.39, -9.45
153436, 0.94, -0.39, -9.45
153448, 0.90, -0.31, -9.41
153460, 0.90, -0.35, -9.45
153472, 0.94, -0.39, -9.49
153484, 0.90, -0.35, -9.53
153496, 0.86, -0.39, -9.49
153508, 0.86, -0.31, -9.45
153520, 0.94, -0.35, -9.45
153532, 0.86, -0.35, -9.38
153544, 0.90, -0.39, -9.45
153556, 0.86, -0.35, -9.45
153568, 0.90, -0.35, -9.45
153580, 0.90, -0.39, -9.45
153592, 0.90, -0.27, -9.41
153604, 0.90, -0.35, -9.45
153616, 0.94, -0.39, -9.45
153628, 0.90, -0.35, -9.49
153640, 0.90, -0.35, -9.41
153652, 0.90, -0.35, -9.49
153664, 0.94, -0.39, -9.49
153676, 0.94, -0.35, -9.41
153688, 0.90, -0.39, -9.45
153700, 0.94, -0.35, -9.41
153712, 0.90, -0.35, -9.49
153724, 0.86, -0.35, -9.41
153736, 0.94, -0.35, -9.45
153748, 0.90, -0.31, -9.49
153760, 0.94, -0.35, -9.45
153772, 0.94, -0.35, -9.53
153784, 0.94, -0.39, -9.49
153796, 0.86, -0.39, -9.45
153808, 0.90, -0.39, -9.45
153820, 0.90, -0.35, -9.45
153832, 0.94, -0.43, -9.45
153844, 0.90, -0.35, -9.45
153856, 0.90, -0.35, -9.49
153868, 0.90, -0.35, -9.45
153880, 0.86, -0.39, -9.38
153892, 0.94, -0.39, -9.45
153904, 0.90, -0.35, -9.45
153916, 0.94, -0.39, -9.49
153928, 0.90, -0.31, -9.45
153940, 0.90, -0.35, -9.45
153952, 0.94, -0.39, -9.49
153964, 0.86, -0.35, -9.41
153976, 0.90, -0.35, -9.45
153988, 0.90, -0.35, -9.41
154000, 0.90, -0.35, -9.38
154012, 0.86, -0.39, -9.41
154024, 0.86, -0.39, -9.45
154036, 0.90, -0.35, -9.41
154048, 0.90, -0.35, -9.41
154060, 0.98, -0.35, -9.45
154072, 0.90, -0.39, -9.49
154084, 0.94, -0.39, -9.45
154096, 0.90, -0.43, -9.45
154108, 0.90, -0.39, -9.45
154120, 0.90, -0.35, -9.41
154132, 0.90, -0.39, -9.45
154144, 0.94, -0.39, -9.45
154156, 0.86, -0.39, -9.45
154168, 0.90, -0.35, -9.41
154180, 0.90, -0.39, -9.41
154192, 0.90, -0.35, -9.49
154204, 0.90, -0.31, -9.45
155193, 0.90, -0.39, -9.49
155205, 0.90, -0.35, -9.49
156193, 0.86, -0.35, -9.45
156205, 0.94, -0.35, -9.38
157193, 0.90, -0.35, -9.49
157205, 0.90, -0.39, -9.41
158193, 0.90, -0.39, -9.41
158205, 0.90, -0.39, -9.41
159193, 0.86, -0.39, -9.45
160193, 0.90, -0.35, -9.45
166193, 0.90, -0.35, -9.45
180466, 0.90, -0.35, -9.45
180478, 0.86, -0.35, -9.49
180490, 0.94, -0.35, -9.45
180502, 0.94, -0.31, -9.45
180514, 0.90, -0.31, -9.45
180526, 0.90, -0.43, -9.38
180538, 0.94, -0.39, -9.38
180550, 0.90, -0.35, -9.45
180562, 0.90, -0.31, -9.41
180574, 0.90, -0.39, -9.49
180586, 0.86, -0.31, -9.45
180598, 0.94, -0.43, -9.45
180610, 0.90, -0.39, -9.45
180622, 0.90, -0.39, -9.45
180634, 0.86, -0.35, -9.45
180646, 0.90, -0.35, -9.49
180658, 0.86, -0.39, -9.53
180670, 0.86, -0.35, -9.45
180682, 0.90, -0.39, -9.49
180694, 0.90, -0.39, -9.41
180706, 0.86, -0.31, -9.49
180718, 0.90, -0.35, -9.49
180730, 0.98, -0.39, -9.45
180742, 0.90, -0.35, -9.45
180754, 0.90, -0.35, -9.45
180766, 0.90, -0.39, -9.49
180778, 0.90, -0.39, -9.49
180790, 0.94, -0.39, -9.41
180802, 0.94, -0.35, -9.45
180814, 0.90, -0.35, -9.45
180826, 0.90, -0.39, -9.45
180838, 0.90, -0.35, -9.45
180850, 0.90, -0.39, -9.45
180862, 0.90, -0.35, -9.49
180874, 0.90, -0.35, -9.45
180886, 0.94, -0.39, -9.49
180898, 0.90, -0.43, -9.49
180910, 0.90, -0.39, -9.49
180922, 0.94, -0.39, -9.49
180934, 0.90, -0.39, -9.41
180946, 0.86, -0.39, -9.41
180958, 0.90, -0.43, -9.49
180970, 0.90, -0.35, -9.41
180982, 0.90, -0.35, -9.45
180994, 0.98, -0.39, -9.41
181006, 0.90, -0.39, -9.41
181018, 0.86, -0.39, -9.49
181030, 0.90, -0.35, -9.45
181042, 0.90, -0.39, -9.49
181054, 0.98, -0.35, -9.49
